doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status
meeting1_bd9068170e34,meeting1_bd9068170e34_u002,"首先,谨代表主办单位中央选举委员会向电视机前的观众悍来参加证件发表会的 3 位候选人表示感谢。",claim,"由本人中央选举委员会委员陈明负责主持,同时由本会陈月端委员在场监察。","在证件发表会正式开始前,先将证件发表会进行程序及注意事项向各位说明。",[],[],FALSE,,2e62d6fd6fd9456554a348d414d80a9e,FALSE,meeting1,,"首先,谨代表主办单位中央选举委员会向电视机前的观众悍来参加证件发表会的 3 位候选人表示感谢。",TRUE,institution_only,TRUE,gate: core_election,FALSE,REVIEW,0.396093607,,,FALSE,KEEP
meeting1_99448f8dbe08,meeting1_99448f8dbe08_u008,"我们如何建构一个社会安全网来让孩子跟家长可以安全地生活,这是我们作为领导人要思考的,我也邀请两位中等候选人一起思考,来提出看法。",context,"道具是拿着弹簧道具,学校不会被划线的,也不能阻止,还是我们缺的什么没有做才会这样?",,"[{""name"": ""赖清德"", ""party"": ""DPP""}]",[],FALSE,,48a73e3bfdaf8e8babdb2e8395485b14,FALSE,meeting1,,"我们如何建构一个社会安全网来让孩子跟家长可以安全地生活,这是我们作为领导人要思考的,我也邀请两位中等候选人一起思考,来提出看法。",TRUE,institution_only,TRUE,gate: core_election,FALSE,REVIEW,0.418235183,,,FALSE,KEEP
meeting1_22046eb2a03c,meeting1_22046eb2a03c_u001,"今天我们要讲医疗参照劳保健康是基本人权,它是一个普世价值,也不会因为不同的信仰、宗教、政治、经济、社会而有所不同。",context,接下来我要来谈今天的议题。,"作为一个医生,我非常注重国人的健康。","[{""name"": ""赖清德"", ""party"": ""DPP""}]",[],FALSE,,ffd0f86469c62c94443c5ae5adf907b3,FALSE,meeting1,,"今天我们要讲医疗参照劳保健康是基本人权,它是一个普世价值,也不会因为不同的信仰、宗教、政治、经济、社会而有所不同。",TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,REVIEW,0.332299709,,,TRUE,KEEP
meeting1_909e5fe749f8,meeting1_909e5fe749f8_u002,"病人、医护人员要健康,健保要健康。",context,"我认为台湾的医疗制度必须做一个全面的体检,第一步就是要先就鉴宝。","因此我主张第一提高医疗卫生支出的到 GDP 的 8 percent,目前只有 6.6 percent。","[{""name"": ""赖清德"", ""party"": ""DPP""}]",[],FALSE,,c3108a7a2535e9516a02aeefc1a6e261,FALSE,meeting1,,"病人、医护人员要健康,健保要健康。",TRUE,institution_only,TRUE,gate: strong_anchor,FALSE,REVIEW,0.27406925,,,TRUE,KEEP
meeting1_da467078975c,meeting1_da467078975c_u006,"因此我主张投资健康,有效医疗、永续健保。",claim,"第七, 65 岁上的长子健薄会补助,应该比照太平市的制度,我们希望长子的健康也可以减少年轻子女的负担。",投资健康就是说健康比医疗重要。,"[{""name"": ""赖清德"", ""party"": ""DPP""}]",[],FALSE,,8eb9fed9020193c089ab150f886c28ad,FALSE,meeting1,,"因此我主张投资健康,有效医疗、永续健保。",TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,REVIEW,0.305460781,,,TRUE,KEEP
meeting1_da467078975c,meeting1_da467078975c_u009,"有效医疗要病人健康,叫医务人员健康,叫健保制度健康,医疗环境要健康,这样才能够提升整个医疗的治疗效率。",context,"OK,我们是希望病人不生病,那现在我们的国民不生病。","当然鉴宝不能倒闭,我们来谈肠灶有两个问题,它裁员不足,裁员不稳定。","[{""name"": ""赖清德"", ""party"": ""DPP""}]",[],FALSE,,9cb8cf64f2964cd8a6b531f01ca6039c,FALSE,meeting1,,"有效医疗要病人健康,叫医务人员健康,叫健保制度健康,医疗环境要健康,这样才能够提升整个医疗的治疗效率。",TRUE,institution_only,TRUE,gate: strong_anchor,FALSE,REVIEW,0.254107714,,,TRUE,KEEP
meeting1_de6a82b53810,meeting1_de6a82b53810_u000,"卫部部长薛瑞远把打包票说,长照未来 5 年不会破产或者迟到,不会破产,因为基金里面还有钱,可是 5 年以后,所以我们不能把自己交给这种没有长期规划,走一步算一步的政府长债。",claim,,"要做得好,预算就要够,服务要多元完整。","[{""name"": ""赖清德"", ""party"": ""DPP""}]",[],FALSE,,4bd7842535244775b64b69f76f2337c6,FALSE,meeting1,,"卫部部长薛瑞远把打包票说,长照未来 5 年不会破产或者迟到,不会破产,因为基金里面还有钱,可是 5 年以后,所以我们不能把自己交给这种没有长期规划,走一步算一步的政府长债。",TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,REVIEW,0.360968441,,,FALSE,KEEP
meeting1_c7c69055e492,meeting1_c7c69055e492_u005,"要让人民健康,就要义务健康,要义务健康就要健保健康。",context,这是国家领导人的责任。,"鉴宝的成功是台湾的骄傲,所以当然不能让鉴宝破产,但是也不能因为怕鉴宝破产就在压榨医务人员,因为这样将来失去保障的是国民的健康,所以我们要健薄有序,肠绕健全牢薄不正常。","[{""name"": ""赖清德"", ""party"": ""DPP""}]",[],FALSE,,295e5da15539a0507a9e129014e6c840,FALSE,meeting1,,"要让人民健康,就要义务健康,要义务健康就要健保健康。",TRUE,institution_only,TRUE,gate: strong_anchor,FALSE,REVIEW,0.326305509,,,TRUE,KEEP
meeting1_46399c758e46,meeting1_46399c758e46_u010,"自从决定参选总统以来,我常常在想,相较于历任的总统,我能够额外贡献给台湾什么?",context,我们大家一起来。,"我看到国民健康署的资料,国人平均余命已经到 8081 岁,但是不健康年数也高达 8.4 年。","[{""name"": ""赖清德"", ""party"": ""DPP""}]",[],FALSE,,3fa4efab02c6a7597cabfbb1fd281d61,FALSE,meeting1,,"自从决定参选总统以来,我常常在想,相较于历任的总统,我能够额外贡献给台湾什么?",TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.765036702,,,FALSE,KEEP
meeting1_2747ead0b517,meeting1_2747ead0b517_u000,"过去我在立法委员任内,我推动的癌症防治法要求政府宽列预算,从预防衰减治疗附件到安宁疗护,都应该要系统性地来照顾癌症的病人。",context,,"光在去年,根据这一套法律,魏无布所做的筛检就超过 400 多万人次,也筛出了五六万个癌前期的病人,早期的患者也因此可以早期发现、早期治疗,拯救了数万条宝贵的生命。","[{""name"": ""赖清德"", ""party"": ""DPP""}]",[],FALSE,,0f7cf878431a93db80984b507efc0c85,FALSE,meeting1,,"过去我在立法委员任内,我推动的癌症防治法要求政府宽列预算,从预防衰减治疗附件到安宁疗护,都应该要系统性地来照顾癌症的病人。",TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,REVIEW,0.397740424,,,FALSE,KEEP
