unit_id,sentence,role,prev,next,speakers,targets,source,date,target_l1,sample_score,sampling_reason
_c76a4fd33977_u006,"藍白政黨協商共識:民調決勝負 18日公布結果 藍白整合民調定正副 聯合政府國民黨建設發展民眾黨監督制衡 賴清德表示,台灣人民過去數十年共同打拚,堅持民主價值、追求自由人權,得到國際社會肯定,特別是台灣產業發展。",claim,"未來組聯合政府,除國防、外交、兩岸由總統決定,其餘部會原則上依各黨派立法委員席次分配,台灣民眾黨主責監督制衡、中國國民黨主責建設發展。","兩岸問題不是過去國民黨與中國共產黨內戰問題,台灣與中國間問題是國際性問題。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],03_Lai_chinatimes_news,2023-11-16 14:17:00,L1-05,16.3,targeted_gap_filling
_7d69f3fd7f3e_u002,"競選團隊指出,郭雅慧幾次獲獎的報導中,深入報導台灣各地青年創業、在地創生,聚焦弱勢、青年、生態、產業等面向,同時也有豐富的國際報導經驗,採訪足跡遍布全球5大洲20餘國,不僅4度深入北韓擔任特派員,也曾採訪南韓總統大選。",claim,"2024賴清德總統競選團隊今天透過媒體群組表示,郭雅慧除了有近19年的媒體工作經驗,更曾任2017年、2018年的國慶大典主持人,擁有厚實的專業背景,過去也曾多次入圍吳舜文報導獎,並蟬連獲得現代財經新聞獎、3度獲文創產業報導獎等殊榮。","競選團隊說,過去競選團隊發言人多為黨籍立委、議員兼任,這次延攬郭雅慧加入競選團隊,希望能以其媒體背景,扮演溝通橋樑、協助賴清德向社會大眾說明政策方向,擴大選民的支持與認同,未來,競選團隊更會納入民間多元背景的角色,制定貼近民眾的政策,守護民生經濟,持續為台灣民眾奮鬥。",[],[],03_Lai_chinatimes_news,2023-05-06 09:48:00,L1-05,16.3,targeted_gap_filling
_0495652c0acd_u004,"首先是「民進黨只會喊抗中保台」,「立院第7會期有136個法案,整個第9、第10屆,長照、弱勢照護、監所、經濟脫鉤、年金、金融、托育、農業改革、外交、建設預算等等,都是政府重視之事,抗中保台的法案其實佔比超級低。在野黨可以批評這些法案不應該成為優先,這是價值觀問題,但不需要去洗說『政府只會做一件事』。」 第2個被質疑的是「民進黨史上最貪腐」,「這完全是洗出來的印象。各黨當然都有案件會爆發,但重點是量體的比例,以及怎麼處理。民進黨對貪腐的標準越來越高,而國眾兩黨的標準一直在探下限」;",quote,"因此要防止任何中國介入,要注意2件事:「首先是大型事件,大型事件只要對方願意發動,基本上無法避免,因此要注意的是時機,依照中國調性,通常都是在大家放假的時候。第2點就是與這一年以來中國鋪陳的陰謀論有關之假新聞。無關的,不要花心力,否則都是浪費能量。」 沈柏洋進一步表示,「有哪些是無關呢?居住正義、交通議題、司法改革等等,都是中國較無興趣的話題,換句話說就是國內議題,應對上就是用國內議題的規格正面論述即可。有一些議題是中國鋪陳過,卻鋪陳失敗的,比如轉型正義、撤僑、以哈衝突、中國科技發展等等,中國上半年要打都打不起來,現在打就可以無視,至少在優先順序上不用放太高。至於戰爭與和平、美國戰爭販賣、台灣無言論自由、民進黨史上最貪腐、政府亂花錢、政府只會抗中保台等話題,都是中國成功鋪陳的議題,要怎麼回應這些質疑?最終還是要回歸政見,不要打泥巴戰。」 接著沈伯洋針對那些「中國成功鋪陳」,進而被在野拿來砲打政府的議題,一一作出反駁。","第3個則是疑美論調,部分人士批美國售台武器是在販賣戰爭恐懼、想將台灣變戰場,「雷神(美軍火商,Raytheon)市值比沃爾瑪(美跨國零售企業,Walmart)和輝達(美半導體公司,NVIDIA)高嗎?要不要說台灣是被顯卡統治?更不要說設備購買,是台灣國防部提出需求開單,不是別人要賣你。」 第4個「戰爭與和平」的選擇,面對以國民黨為首的在野陣營稱選民進黨就是讓台灣走向戰爭一說,沈伯洋直言,「一直以來都是中共片面加強軍事壓迫。習近平昨天的談話才在說祖國統一、九二共識、一個中國。就像我之前說的,他就是要用分裂勢力當作理由來打你,然後把所有的人都說成是台獨。在他眼裡,台灣人本身的存在就是獨立,然後還一堆台灣人認為是台獨才會引起戰爭,認為台獨是小部分的人的想法。對習近平來說,越多台灣人被騙,越多台灣人誤以為台獨消失就會和平,誤以為中國可以好好談,那麼中國就越可以打。因為攻打成本變很低,共產黨是欺善怕惡的。」 最後沈伯洋表示,「選錯人,就是給中國錯誤訊息。以上種種都是長期的『洗印象』,TikTok是主要平台。要破印象不容易,但能拉一個,是一個。這本來就是長期抗戰,然後如果有短期的假消息,就交給專業團體,不要被短空的假消息影響。」 不用抽 不用搶 現在用APP看新聞 保證天天中獎點我下載APP按我看活動辦法","[{""name"": ""民進黨"", ""party"": ""DPP""}]",[],03_Lai_ltn_news,2023-12-28 06:48:45,L1-05,16.3,targeted_gap_filling
_0495652c0acd_u004,"首先是「民進黨只會喊抗中保台」,「立院第7會期有136個法案,整個第9、第10屆,長照、弱勢照護、監所、經濟脫鉤、年金、金融、托育、農業改革、外交、建設預算等等,都是政府重視之事,抗中保台的法案其實佔比超級低。在野黨可以批評這些法案不應該成為優先,這是價值觀問題,但不需要去洗說『政府只會做一件事』。」 第2個被質疑的是「民進黨史上最貪腐」,「這完全是洗出來的印象。各黨當然都有案件會爆發,但重點是量體的比例,以及怎麼處理。民進黨對貪腐的標準越來越高,而國眾兩黨的標準一直在探下限」;",quote,"因此要防止任何中國介入,要注意2件事:「首先是大型事件,大型事件只要對方願意發動,基本上無法避免,因此要注意的是時機,依照中國調性,通常都是在大家放假的時候。第2點就是與這一年以來中國鋪陳的陰謀論有關之假新聞。無關的,不要花心力,否則都是浪費能量。」 沈柏洋進一步表示,「有哪些是無關呢?居住正義、交通議題、司法改革等等,都是中國較無興趣的話題,換句話說就是國內議題,應對上就是用國內議題的規格正面論述即可。有一些議題是中國鋪陳過,卻鋪陳失敗的,比如轉型正義、撤僑、以哈衝突、中國科技發展等等,中國上半年要打都打不起來,現在打就可以無視,至少在優先順序上不用放太高。至於戰爭與和平、美國戰爭販賣、台灣無言論自由、民進黨史上最貪腐、政府亂花錢、政府只會抗中保台等話題,都是中國成功鋪陳的議題,要怎麼回應這些質疑?最終還是要回歸政見,不要打泥巴戰。」 接著沈伯洋針對那些「中國成功鋪陳」,進而被在野拿來砲打政府的議題,一一作出反駁。","第3個則是疑美論調,部分人士批美國售台武器是在販賣戰爭恐懼、想將台灣變戰場,「雷神(美軍火商,Raytheon)市值比沃爾瑪(美跨國零售企業,Walmart)和輝達(美半導體公司,NVIDIA)高嗎?要不要說台灣是被顯卡統治?更不要說設備購買,是台灣國防部提出需求開單,不是別人要賣你。」 第4個「戰爭與和平」的選擇,面對以國民黨為首的在野陣營稱選民進黨就是讓台灣走向戰爭一說,沈伯洋直言,「一直以來都是中共片面加強軍事壓迫。習近平昨天的談話才在說祖國統一、九二共識、一個中國。就像我之前說的,他就是要用分裂勢力當作理由來打你,然後把所有的人都說成是台獨。在他眼裡,台灣人本身的存在就是獨立,然後還一堆台灣人認為是台獨才會引起戰爭,認為台獨是小部分的人的想法。對習近平來說,越多台灣人被騙,越多台灣人誤以為台獨消失就會和平,誤以為中國可以好好談,那麼中國就越可以打。因為攻打成本變很低,共產黨是欺善怕惡的。」 最後沈伯洋表示,「選錯人,就是給中國錯誤訊息。以上種種都是長期的『洗印象』,TikTok是主要平台。要破印象不容易,但能拉一個,是一個。這本來就是長期抗戰,然後如果有短期的假消息,就交給專業團體,不要被短空的假消息影響。」 不用抽 不用搶 現在用APP看新聞 保證天天中獎點我下載APP按我看活動辦法","[{""name"": ""民進黨"", ""party"": ""DPP""}]",[],02_Ke_ltn_news,2023-12-28 06:48:45,L1-05,16.3,targeted_gap_filling
_c76a4fd33977_u006,"藍白政黨協商共識:民調決勝負 18日公布結果 藍白整合民調定正副 聯合政府國民黨建設發展民眾黨監督制衡 賴清德表示,台灣人民過去數十年共同打拚,堅持民主價值、追求自由人權,得到國際社會肯定,特別是台灣產業發展。",claim,"未來組聯合政府,除國防、外交、兩岸由總統決定,其餘部會原則上依各黨派立法委員席次分配,台灣民眾黨主責監督制衡、中國國民黨主責建設發展。","兩岸問題不是過去國民黨與中國共產黨內戰問題,台灣與中國間問題是國際性問題。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],02_Ke_chinatimes_news,2023-11-16 14:17:00,L1-05,16.3,targeted_gap_filling
_c46eec77a48f_u013,"他也說,若擔任總統,目標就是守護台灣、促進民主和平繁榮,在與蔡總統相同的民主道路上,推動台灣希望工程,持續壯大台灣,打造為民主和平、創新繁榮、公益永續的台灣,讓子孫在台灣安居樂業,年輕人看見希望、壯年人實現夢想,老年人獲得幸福,弱勢者得到照顧。",claim,"至於是否覺得自己勝過其他總統參選人,賴副總統說,這應該要由民眾做決定,但呼籲民眾思考時,應考量哪一個政黨提出的政見方向,比較切合目前台灣未來發展、蔡總統執政成績,以及他從政20餘年,已歷經許多考驗,並有完整的國政藍圖。","(編輯:林克倫)1120819 侯友宜:若當選總統 改變兩岸現狀讓台灣安全 柯文哲提4聲明回應重啟服貿 拋兩岸經貿法制化 郭台銘投書華盛頓郵報:兩岸應在一中框架下直接談判 美日韓領袖峰會重申台海和平重要性 建立三邊熱線因應區域危機 麻生太郎:嚇阻才能避免台海戰爭 台灣須向對手表達動武意志 經濟學人:台海衝突影響經濟甚於俄烏戰爭 日菲韓風險最高 打造健康台灣 賴清德:活多久就健康多久 賴清德談檢討都更 達進步性要求給予更高容積獎勵 加拿大台灣同鄉會60週年 蔡總統:讓世界看見台灣 台日水果夏祭登場 蔡總統用行動支持優質果農 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",[],[],03_Lai_chinatimes_news,2023-08-19 23:30:00,L1-05,14.3,targeted_gap_filling
_34253e021eb8_u013,"至於台海情勢危急時對美國挺台有多大信心,賴清德以「台灣的好朋友」稱呼美國,指台美是政治、經濟、人權等層面的夥伴,台灣安全是世界性的問題,維持台海與印太地區和平穩定符合國際社會共同利益,他相信世上所有民主國家,包括美國,都知道訪問者所提情況一旦發生要如何反應。",claim,"在此情況下,必須表明台灣安全是全世界的問題,台海和平穩定符合國際利益,「國際的紅線將會是台灣的紅線,也會是我的紅線」。",回應白宮疑賴論 賴清德:美希望台灣出現親中政權?,"[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-08-15 07:57:00,L1-05,14.3,targeted_gap_filling
_10d47dfdf6b1_u003,"賴清德表示,他將落實愛、和平、非暴力的民進黨核心價值,照顧基層,擴大投資社會,且秉持和平理念處理兩岸關係,「總統蔡英文說和平是唯一的選擇,和平也是未來清德的使命」,用和平當燈塔,民主做指南針,帶領人民勇敢向前走。",claim,"台下旗幟飄揚,賴清德在眾人歡呼聲中進場,他承諾當選總統後帶領國家,將用人唯才,如同民進黨提名立委,秉持民主大聯盟精神,跨黨派,跨世代,跨領域,也會發揮民進黨清廉勤政的創黨精神,組織清廉政府,讓民代和人民監督,重新得到人民對政府的信任。","透過 Google News 賴清德說,朝野雖屬不同政黨,只不過是競爭對手,面對中國威脅及國際挑戰,國內應該要團結,國家利益高於政黨利益,政黨利益高於個人利益,以民主力量、國家認同團結台灣社會及朝野政黨。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",03_Lai_chinatimes_news,2023-11-04 12:45:00,L1-05,14.3,targeted_gap_filling
_7b5117f2d37b_u013,"至於當上總統後的願景,賴清德說明,他的使命及擔任總統的工作,就是守護台灣,促進民主和平繁榮,在與總統蔡英文相同的民主道路上,推動國家希望工程,打造民主和平、創新繁榮、公義永續的台灣,讓年輕人看見希望,壯年人實現夢想,老年人得到幸福,弱勢者得到照顧。",claim,"他提到,服貿是要先接受一個中國原則,姑且不論服貿已不適合台灣未來經濟發展的走向,一旦接受服貿,形同放棄台灣主權、接受一個中國原則,這不可能得到真正的和平。","此外,針對近期大選民調維持領先,支持度持續提升逼近四成,賴清德昨出席「還路於民大遊行」時受訪回應,感謝人民支持,他要繼續努力,直到最後一刻勝利為止。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],02_Ke_ltn_news,2023-08-21 05:30:00,L1-05,14.3,targeted_gap_filling
_6e1019adf1e8_u013,"吳怡玎表示,如果台電不用躉售,直接將這些電放到「綠能憑證交易平台」,讓市場決定價格,也可讓經濟弱勢選擇不用較貴的綠電,台電為何不讓市場來決定價格?",claim,"但是經濟部能源局還是以躉售方式將每一度電計算好,幫光電業者的利潤算到穩賺不賠。","吳怡玎認為,民進黨政府設計一套非常完整的遊戲規則,讓關係良好的人可以參與其中,整個企業完全不會虧錢,不用承擔任何商業風險,一路賺到飽,吃虧的是台電和納稅人的荷包。",[],[],02_Ke_ltn_news,2023-08-22 13:12:47,L1-05,14.3,targeted_gap_filling
