unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,source,date,target_l1,sample_score,score_reasons,sampling_reason
_22bae0f8a1ca_u003,"賴清德表示,世界局勢正在劇烈變化,台灣必須團結一致,將數位轉型及2050淨零轉型的挑戰化為進步的動力,他將推動7大主張,包含發展「五大信賴產業」、打造智慧科技島、建構「以人為本」智慧新社會、推動金融創新與發展、創新創業雨林生態系、發展護國群山、綠色成長新戰略,以此迎向新的國際經貿體系,善用自由民主國家同盟的身分、站穩全球供應鏈關鍵角色,推動創新驅動的經濟發展模式,打造人人擁有能力與公平機會追求自我實現的創新經濟與智慧國家。",claim,目標5年內創造2萬個新創就業、新創投資金額每年達1500億元、10年內讓台灣成為創新解決方案的淨輸出國。,"賴清德表示,他會持續推動蔡英文總統提出的「六大核心戰略產業」,進一步發展半導體、人工智慧、軍工、安控及通訊等「五大信賴產業」,支持台灣產業立足台灣、佈局全球、行銷全世界,成為全球供應鏈可信任的夥伴,包含協助企業建立跨國雙向研發中心,","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,03_Lai_ltn_news,2023-10-03 11:58:35,L1-06,12.8,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-05|l2_L2-10|l2_L2-11|l2_L2-13|l2_L2-14|l2_L2-15|has_speaker|has_target|claim,l1_gap_filling
_22bae0f8a1ca_u003,"賴清德表示,世界局勢正在劇烈變化,台灣必須團結一致,將數位轉型及2050淨零轉型的挑戰化為進步的動力,他將推動7大主張,包含發展「五大信賴產業」、打造智慧科技島、建構「以人為本」智慧新社會、推動金融創新與發展、創新創業雨林生態系、發展護國群山、綠色成長新戰略,以此迎向新的國際經貿體系,善用自由民主國家同盟的身分、站穩全球供應鏈關鍵角色,推動創新驅動的經濟發展模式,打造人人擁有能力與公平機會追求自我實現的創新經濟與智慧國家。",claim,目標5年內創造2萬個新創就業、新創投資金額每年達1500億元、10年內讓台灣成為創新解決方案的淨輸出國。,"賴清德表示,他會持續推動蔡英文總統提出的「六大核心戰略產業」,進一步發展半導體、人工智慧、軍工、安控及通訊等「五大信賴產業」,支持台灣產業立足台灣、佈局全球、行銷全世界,成為全球供應鏈可信任的夥伴,包含協助企業建立跨國雙向研發中心,","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,02_Ke_ltn_news,2023-10-03 11:58:35,L1-06,12.8,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-05|l2_L2-10|l2_L2-11|l2_L2-13|l2_L2-14|l2_L2-15|has_speaker|has_target|claim,l1_gap_filling
_22bae0f8a1ca_u003,"賴清德表示,世界局勢正在劇烈變化,台灣必須團結一致,將數位轉型及2050淨零轉型的挑戰化為進步的動力,他將推動7大主張,包含發展「五大信賴產業」、打造智慧科技島、建構「以人為本」智慧新社會、推動金融創新與發展、創新創業雨林生態系、發展護國群山、綠色成長新戰略,以此迎向新的國際經貿體系,善用自由民主國家同盟的身分、站穩全球供應鏈關鍵角色,推動創新驅動的經濟發展模式,打造人人擁有能力與公平機會追求自我實現的創新經濟與智慧國家。",claim,目標5年內創造2萬個新創就業、新創投資金額每年達1500億元、10年內讓台灣成為創新解決方案的淨輸出國。,"賴清德表示,他會持續推動蔡英文總統提出的「六大核心戰略產業」,進一步發展半導體、人工智慧、軍工、安控及通訊等「五大信賴產業」,支持台灣產業立足台灣、佈局全球、行銷全世界,成為全球供應鏈可信任的夥伴,包含協助企業建立跨國雙向研發中心,","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,01_Ho_ltn_news,2023-10-03 11:58:35,L1-06,12.8,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-05|l2_L2-10|l2_L2-11|l2_L2-13|l2_L2-14|l2_L2-15|has_speaker|has_target|claim,l1_gap_filling
_50fc79ba72b7_u004,"侯友宜自信表示,投給「侯趙配」代表了我國第三波的民主革命,這一票涉及國家安全、社會安全、公平正義和未來經濟發展,兩岸只有和平才能創造安居樂業的環境,以及清明、廉能、有效率的政府,「侯趙配」是在野陣營最強的組合,只有集中選票投給藍營,才能實現政黨輪替、民主制衡。",claim,"侯友宜反問「選民有那麼好操作?可以被操作嗎?」侯說,他相信選民的判斷是理智的,每個人都有自主想法,他不擔心棄保問題,也不會刻意操作選民,因為這是污辱選民的智慧。","藍綠選情膠著,記者問侯是否會辭去新北市長宣示破釜沉舟的決心?","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""藍營"", ""party"": ""KMT""}]","[""兩岸|cross-strait""]",False,,03_Lai_ltn_news,2024-01-05 00:00:01,L1-06,11.3,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-05|l2_L2-07|l2_L2-11|has_speaker|has_target|claim|good_length,l1_gap_filling
_50fc79ba72b7_u004,"侯友宜自信表示,投給「侯趙配」代表了我國第三波的民主革命,這一票涉及國家安全、社會安全、公平正義和未來經濟發展,兩岸只有和平才能創造安居樂業的環境,以及清明、廉能、有效率的政府,「侯趙配」是在野陣營最強的組合,只有集中選票投給藍營,才能實現政黨輪替、民主制衡。",claim,"侯友宜反問「選民有那麼好操作?可以被操作嗎?」侯說,他相信選民的判斷是理智的,每個人都有自主想法,他不擔心棄保問題,也不會刻意操作選民,因為這是污辱選民的智慧。","藍綠選情膠著,記者問侯是否會辭去新北市長宣示破釜沉舟的決心?","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""藍營"", ""party"": ""KMT""}]","[""兩岸|cross-strait""]",False,,01_Ho_ltn_news,2024-01-05 00:00:01,L1-06,11.3,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-05|l2_L2-07|l2_L2-11|has_speaker|has_target|claim|good_length,l1_gap_filling
_c979e9abc24c_u006,"鄭文燦也說,大溪是文化的故鄉,大溪有許多台灣味的地方,當市長這8年來大溪老城區獲得中央支持,讓大溪老街變得不一樣,走進大溪老街就是走進歷史,大溪也是神的故鄉,關聖帝君生日眾神都來祝福,30多個社頭從1914年至今100多年遶境沒中斷,要給大溪傳統鼓勵,這是大溪的第2個過年,是生活的一部分,今天祝壽典禮希望眾神保佑,希望台灣經濟、民主、和平都能獲得保障。",claim,"賴清德提到,他要向大家拜託,自己有心要守護台灣、守護民眾和繁榮,希望和民眾一起打拚與努力,民進黨在桃園市提名的在場立委參選人范綱祥、彭俊豪、劉仁照,以及現任立委趙正宇都希望大家支持,因為國會過半才能守護台灣,目前台灣也面對數位轉型挑戰及種種社會問題挑戰,所以需要好的領導人與國會支持,最後他祝福關聖帝君保佑每個人身體健康、事業順利、平安幸福。","大溪普濟堂是從日治時代大正6年(西元1917年)同人社製作第一頂神轎,開始大溪人自發性於關聖帝君誕辰日舉行祝壽遶境,傳承迄今逾百年歷史,形成以不同行業及地區居民組成的「社頭」組織,就是年年為「聖帝公」慶生的固定班底,平日在外鄉工作的大溪子弟,這幾天也會回鄉參與活動。",[],[],False,,03_Lai_ltn_news,2023-08-10 00:33:55,L1-06,10.3,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-06|l2_L2-12|has_speaker|has_target|claim|good_length,l1_gap_filling
_6100894074c7_u007,"楊懿珊承諾會轉達訴求給黨中央,她強調,集會遊行是人民重要民主能量的展現,民進黨絕對支持,也認同台灣歷經疫情衝擊後,現在正是國際經濟秩序重整、社會資源重新分配的關鍵時間點,居住正義、司法改革等確實還有努力的方向,賴清德日前拋出補助私立大學學雜費,也是站在公平正義的改革立場。",claim,"黃國昌說,他與民進黨多年來一起走在台灣民主路上,對於各種政策的具體執行方法或許有不同看法,但公共政策討論就事論事,是非常重要的價值,他歡迎民進黨對這次活動提出不同的看法、一起公開討論,但請不要抹黑抹紅這場活動,網路上潑糞言論,不是他所樂見。","至於賴清德當天是否會參與,楊懿珊說,16日剛好民進黨召開全國黨員代表大會,全黨總動員,賴清德的時間必須看當天活動的狀況才能決定,民進黨祝福活動能順利平和。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],True,,03_Lai_chinatimes_news,2023-07-03 12:49:00,L1-06,9.8,l2_L2-02|l2_L2-03|l2_L2-05|l2_L2-08|l2_L2-10|l2_L2-15|has_speaker|has_target|procedural|claim|good_length,l1_gap_filling
_f427b8442b44_u002,"秘書處長指出,新北市政大樓2003年落成,20年後在市民廣場建置全台第一處性平基地和兒童性教育場館,是新北市政府重視平等和人權的里程碑,也是市長侯友宜對聯合國永續發展目標(SDGs)性平政策的具體實踐。",claim,"(記者賴筱桐攝) 2023/11/01 12:57 〔記者賴筱桐/新北報導〕新北市政府在市民廣場打造性平基地,除了原有2座性別友善廁所,以及宣導月經平權的生理用品放送機「見紅就發」,今年市府秘書處、社會局與「社團法人台灣不會教小孩行動聯盟」合作,打造全台第1座兒童性教育場館「性平不小室」,今天(1日)開幕啟用,提供市民沉浸式的性別平等教育體驗。","社會局長李美珍表示,性平觀念必須從小扎根,近年市府宣導月經平權、月經時尚觀念,將原本商店街改造為全國第一座性平基地,並透過創新性補助提供資源,未來可辦理性平繪本推廣、性平教育特展、性別議題講座及工作坊等活動。","[{""name"": ""侯友宜"", ""party"": ""KMT""}]",[],False,,01_Ho_ltn_news,2023-11-01 12:57:36,L1-06,9.3,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-11|l2_L2-12|has_speaker|has_target|claim|good_length,l1_gap_filling
_f6db20f1037c_u007,"賴清德表示,國際社會對台灣的一致看法是可以信賴的夥伴、充滿活力的民主,這是台灣的品牌價值,既為台灣帶來經濟繁榮,也為台灣帶來民主保障,這場選舉的結果將告訴全世界,這個品牌價值是否繼續維持提升,這個民主社會是否依舊活力滿滿、不怕困難,這塊土地上的人民始終保持善良、堅韌、樂觀、積極。",claim,"第三,台灣是國際社會的一員,是自由民主陣營重要夥伴,在全球產業分工、智慧科技發展中,更扮演重要角色。","他期待所有參與的對手都能有以上的體認與使命,這不是一場誰勝誰負的選舉,而是一場凝聚台灣共識的民主團結運動,天佑台灣、感謝大家。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,01_Ho_ltn_news,2023-05-18 05:30:00,L1-06,9.3,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-05|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
_f2580530df54_u008,"賴清德表示,台灣是民主國家、善良社會,不願意和中國當敵人,只要中國對台灣以有尊嚴方式平等對待,很願意與中國交流合作,促進兩岸和平發展,但若為了和平先放棄主權,而不提升國防力量,是很大錯誤,提高國防力量和國際社會站在一起,中國就不敢輕舉妄動。",claim,"第三則是和國際民主陣營站在一起,台海安全已是世界性議題,大家要對台灣有信心,不能因中國威脅就走回頭路。","王定宇說,台灣人除了這個國家,沒有別的地方可去,如果有人上門欺負,當然要拿起武器捍衛家園,讓對方付出代價,軟弱才會引人前來糟蹋,台灣應在經濟表現讓全世界重視,加上國防提升,百姓團結,這才是真正和平。","[{""name"": ""賴清德"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,03_Lai_chinatimes_news,2023-10-22 13:50:00,L1-06,9.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-05|l2_L2-07|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
