unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,source,date,target_l1,sample_score,score_reasons,sampling_reason
_ab2806530f8c_u005,"賴清德說,台灣只有團結這條路、沒有其他,否則不要說沒有辦法妥善因應來自中國的威脅,我們在國際的挑戰也很大,包括全球數位轉型、2050淨零轉型及國內種種社會問題;",claim,"賴清德表示,蔣方智怡的那段話,國民黨應該好好反省,但是「抗中保台」四個字被誤解了,好像是我們主動,其實不是,我們只是抵抗中國的併吞,不得不做各種準備保護台灣,我們提高國防力量,志不在反攻大陸,也不在協助國際社會侵略中國,我們只是想要保護台灣,在中國不放棄武力威脅下,台灣社會自然會有抵抗中國併吞的準備,這段話足以讓國民黨,或社會一些走錯路的好好反省。","其次,國家認同上,希望各政黨領袖避免各執一端,好比蔣經國前總統最早講「我是中國人也是台灣人」,也推出「催台青政策」,李登輝前總統強調「中華民國在台灣」,陳水扁前總統說「中華民國就是台灣」,到蔡英文總統提出四個堅持、「中華民國台灣」,未來他要努力的就是讓對國家認同有分歧的人盡量找到公約數,共同為這塊土地打拚。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,01_Ho_ltn_news,2023-11-09 20:48:35,L1-03,10.3,boundary_semantic|l2_L2-05|l2_L2-07|l2_L2-10|l2_L2-13|l2_L2-14|has_speaker|has_target|claim|good_length,l1_gap_filling
_51c7c9109a8a_u006,"蔡英文表示,今日民主蓬勃的台灣,是堅定實踐以良善治理為內涵的民主而獲得的成果,台灣的經驗不只述說我們維護民主的生活方式,也表達我們勇於承擔維護區域與世界和平穩定的責任,從提供人道援助到透過綠能保護地球,從教育交流、實務訓練到協助重組全球供應鏈,台灣不只有地緣政治的重要性,也被視為國際社會不可或缺的一員。",claim,"「面對這樣的挑戰,我們必須保持團結,遏制並阻止這種挑釁行為。」蔡英文強調,歷史和共同經驗不斷提醒我們,自滿和冷眼姑息會讓威權者更加肆無忌憚,過去幾十年來台灣一直站在對抗威權挑戰的最前線,而我們對民主的堅持是前所未有的堅定。","蔡英文表示,台灣人民對民主的承諾是前所未有的堅定,並深知民主是永久且唯一的路,在台灣以堅韌和勇氣因應中國威脅之際,我們與理念相近國家的夥伴關係,即是最有效的防禦措施。",[],[],False,,02_Ke_ltn_news,2023-05-16 06:22:33,L1-03,10.3,boundary_semantic|l2_L2-02|l2_L2-04|l2_L2-05|l2_L2-10|l2_L2-12|has_speaker|has_target|claim|good_length,l1_gap_filling
_bfae3d8fea3c_u037,"我主張「備戰而不畏戰,能戰而不求戰,我會確保台灣人民享有民主、自由的政治制度與生活方式,台灣自主、兩岸和平,與民主國家共同維繫印太地區的繁榮穩定。」台灣也需要積極承擔責任,爭取國際的支持 台灣是一個堅韌的國家,儘管我們面對各種挑戰。",claim,"這幾年來,台灣因為地緣政治的緊張而被世界關注。","台灣不能沒有台積電,但台灣也不能只有台積電;",[],"[""兩岸|cross-strait""]",False,,01_Ho_chinatimes_news,2023-12-30 14:43:00,L1-03,10.3,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-09|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
_964ee1d063d0_u004,"吳欣盈表示,台灣產業發展不平衡,收入往高科技產業傾斜,服務業和傳統製造業生產力低、賺不到錢,年輕人不敢結婚生子,更沒錢買房,對未來沒希望,「藍綠都沒有責任嗎?」 吳欣盈說,服務業薪水不漲,就是ECFA(兩岸經濟合作架構協議)的服貿部分被綠營擋下,台灣青年就業市場受到限縮,兩岸ECFA和全球的「自由貿易協定」,都禁止勞工「跨越邊境移動」,入境工作的幹部,政府都有嚴格管制,不應該誤導民眾,有工作權就有投票權。",claim,"吳欣盈在第1階段申論表示,8屆總統選舉以來,她是唯一有實務財經背景的候選人,台灣應該多一點經濟,少一點藍綠惡鬥的政治口水,她希望政府能與民間一起攜手走回亞洲四小龍的路。","吳欣盈表示,綠營擋住台灣賺錢的機會,「請問,民進黨可以為了選票,欺騙人民到這種程度?」藍綠都說要拚經濟,也說要提升產業,但這8年台灣的經濟卻未見改善,因為藍綠不懂如何開源,無法提升國家競爭力。","[{""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""綠營"", ""party"": ""DPP""}]","[""ECFA|policy"", ""兩岸|cross-strait""]",False,,03_Lai_chinatimes_news,2024-01-01 15:09:00,L1-03,9.8,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-06|l2_L2-13|has_speaker|has_target|claim,l1_gap_filling
_964ee1d063d0_u004,"吳欣盈表示,台灣產業發展不平衡,收入往高科技產業傾斜,服務業和傳統製造業生產力低、賺不到錢,年輕人不敢結婚生子,更沒錢買房,對未來沒希望,「藍綠都沒有責任嗎?」 吳欣盈說,服務業薪水不漲,就是ECFA(兩岸經濟合作架構協議)的服貿部分被綠營擋下,台灣青年就業市場受到限縮,兩岸ECFA和全球的「自由貿易協定」,都禁止勞工「跨越邊境移動」,入境工作的幹部,政府都有嚴格管制,不應該誤導民眾,有工作權就有投票權。",claim,"吳欣盈在第1階段申論表示,8屆總統選舉以來,她是唯一有實務財經背景的候選人,台灣應該多一點經濟,少一點藍綠惡鬥的政治口水,她希望政府能與民間一起攜手走回亞洲四小龍的路。","吳欣盈表示,綠營擋住台灣賺錢的機會,「請問,民進黨可以為了選票,欺騙人民到這種程度?」藍綠都說要拚經濟,也說要提升產業,但這8年台灣的經濟卻未見改善,因為藍綠不懂如何開源,無法提升國家競爭力。","[{""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""綠營"", ""party"": ""DPP""}]","[""ECFA|policy"", ""兩岸|cross-strait""]",False,,02_Ke_chinatimes_news,2024-01-01 15:09:00,L1-03,9.8,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-06|l2_L2-13|has_speaker|has_target|claim,l1_gap_filling
_13937bab413a_u008,"而陳思明抵加後,他心中的大石頭也落地,「心裡感到高興但也不輕鬆,因為日後還有漫長的路要走。首先要解決語言溝通、工作等生活問題,待一切穩定後才可參加海外民主工作。我不知道我能為中國民主化做出多少貢獻,但我有的是熱心,願意做任何有關憲政丶人權丶法治和促進中國社會進步的工作,能做多少是多少。」 至於與陳思明差不多時間逃離中國的維權律師盧思位,尋求外國政治庇護未果還被遣返回中國,與盧命運相異的陳思明表示,他能夠快速獲得政治難民身分,可能與盧思位被寮國政府拘捕和遣返有關,",claim,"陳思明還說,滯留台灣期間雖然一直待在桃機移民署的辦公室,但沒有在泰國時那種焦慮不安,因為他知道自己在台灣的話,不會被台灣政府送回中國。","因為盧的遭遇使得他的求助得到更多關注和幫助,他確實比盧幸運,現在拯救盧離開中國的可能性已經不大,但他仍盼望各界繼續關注盧的狀況,讓盧少受酷刑、生活上少受苦。",[],[],False,,02_Ke_ltn_news,2023-10-08 19:33:58,L1-03,9.8,boundary_semantic|l2_L2-02|l2_L2-04|l2_L2-05|l2_L2-09|l2_L2-15|has_speaker|has_target|claim,l1_gap_filling
_ddd7b37896f1_u000,"賴清德:核安核廢若解決且有共識 不會排斥科技帶來便利 2023/11/29 13:06 (11/29 15:03 更新) (中央社記者葉素萍台北29日電)民進黨總統參選人賴清德接受Yahoo TV節目專訪,被問到未來核能或核融合可能發展時表示,如果未來科技進步到相當程度,可以解決核能安全、核廢料的問題,民眾又有共識,台灣是個進步的社會,不會排斥科技所帶來的便利。",claim,,"不過,賴清德也說明,在還沒有明確的時程表,這些新的核能要問世之前,綠能一定要持續發展。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]","[""核能|energy""]",False,,03_Lai_chinatimes_news,2023-11-29 13:06:00,L1-03,9.3,l2_L2-03|l2_L2-05|l2_L2-07|l2_L2-13|l2_L2-14|l2_L2-15|has_speaker|has_target|claim|good_length,l1_gap_filling
_13e011f3d177_u008,"賴清德表示,相對國民黨,民進黨將維護台灣主權,不會認同「統一的幻想」(fiction of reunification),賴主張台灣應持續提升國際經貿連結,確保台灣持續做為國際經濟不可或缺的一員,以強化台灣的整體安全,「晶片及科技產業是台灣的優勢,也是台灣對國際社會的責任」。",claim,"對於國民黨總統參選人侯友宜日前投書《外交事務》雜誌表示,兩岸之間的對話也是我們避免危機、維繫和平穩定的重要方式。","該報導結尾指,兩岸社會的差異已日益擴大,「礦工之子」賴清德將不畏懼各項挑戰,義無反顧地付出努力,持續確保台灣民主自由的生活方式。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,01_Ho_ltn_news,2023-11-22 05:30:00,L1-03,9.3,l2_L2-03|l2_L2-05|l2_L2-07|l2_L2-08|l2_L2-10|l2_L2-13|has_speaker|has_target|claim|good_length,l1_gap_filling
_34253e021eb8_u013,"至於台海情勢危急時對美國挺台有多大信心,賴清德以「台灣的好朋友」稱呼美國,指台美是政治、經濟、人權等層面的夥伴,台灣安全是世界性的問題,維持台海與印太地區和平穩定符合國際社會共同利益,他相信世上所有民主國家,包括美國,都知道訪問者所提情況一旦發生要如何反應。",claim,"在此情況下,必須表明台灣安全是全世界的問題,台海和平穩定符合國際利益,「國際的紅線將會是台灣的紅線,也會是我的紅線」。",回應白宮疑賴論 賴清德:美希望台灣出現親中政權?,"[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,03_Lai_chinatimes_news,2023-08-15 07:57:00,L1-03,9.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-05|l2_L2-07|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
_fa0a1718ca0a_u017,"詹志宏表示,當前兩岸正面對逐步恢復健康有序交流之際,中共應摒棄「政治操作」與一味批評及卸責我方的作法,應先檢視主管部門是否可以公平友善對待往來兩岸的我方民眾,並維護其人身自由與安全。",claim,"三、出發前往中國之前,應注意手機、個人電腦等隨身用品,是否存有可能構成中方相關機關搜查或沒收,甚至入罪的內容,並建議在台灣考慮先另存備份後加以刪除。","詹志宏說,中方更應檢討其內部機制運作、完備其機關間協調,而非相互推諉,陷我方民眾自由與安全於不顧。",[],"[""兩岸|cross-strait""]",False,,02_Ke_ltn_news,2023-06-29 18:32:41,L1-03,9.3,boundary_semantic|l2_L2-02|l2_L2-04|l2_L2-05|l2_L2-07|has_speaker|has_target|claim|good_length,l1_gap_filling
