unit_id,sentence,role,prev,next,speakers,targets,source,date,target_l1,sample_score,sampling_reason
_9e931caf0759_u003,"賴清德指出,他要發展經濟,打造創新繁榮的台灣,俗語說「佛祖要顧,也要先顧腹肚」,經濟是最重要,他過去曾任立法委員、市長和行政院長,現在是副總統,深知國家運作方式,發展經濟過程中要解決哪些問題和推動哪些政策。",claim,"賴清德在員山分會成立大會致詞表示,他若能順利當選總統,會堅定守護台灣主權,推動國家希望工程,建設民主和平的台灣,維持兩岸穩定和印太和平。","賴清德表示,台灣去年貿易總值超過9000億美元,相較前總統馬英九任內最後1年增加70%,馬英九總統任內最後1年國內生產毛額為新台幣17兆,去年增加至近23兆,這就是政府提出好的政策對症下藥,總體經濟能有進步。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],02_Ke_chinatimes_news,2023-11-01 20:43:00,L1-06,12.3,round3_gap_filling
_03132b056527_u005,"賴清德指出,自己和總統蔡英文已連續4年參加總統府前舉辦的升旗典禮,感受到政府責任重大,政府有責任讓各行各業繁榮興盛,讓人人平安好過日。",claim,"在台灣面臨氣候變遷威脅時,能夠風調雨順、彰化縣民平安,而今天也是元旦,代表一元復始,萬象更新。","賴清德說,1月13日就要投票,他也要提醒大家選擇對的人、走對的路,家家戶戶出來投票,因為這場總統大選結果不僅影響台灣未來和子孫幸福,也和印太和平有關係,當世界分為民主自由及極權陣營時,民眾手上的選票也決定台灣要和哪個陣營站在一起。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],02_Ke_chinatimes_news,2024-01-01 20:53:00,L1-06,12.3,round3_gap_filling
_9e931caf0759_u003,"賴清德指出,他要發展經濟,打造創新繁榮的台灣,俗語說「佛祖要顧,也要先顧腹肚」,經濟是最重要,他過去曾任立法委員、市長和行政院長,現在是副總統,深知國家運作方式,發展經濟過程中要解決哪些問題和推動哪些政策。",claim,"賴清德在員山分會成立大會致詞表示,他若能順利當選總統,會堅定守護台灣主權,推動國家希望工程,建設民主和平的台灣,維持兩岸穩定和印太和平。","賴清德表示,台灣去年貿易總值超過9000億美元,相較前總統馬英九任內最後1年增加70%,馬英九總統任內最後1年國內生產毛額為新台幣17兆,去年增加至近23兆,這就是政府提出好的政策對症下藥,總體經濟能有進步。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-11-01 20:43:00,L1-06,12.3,round3_gap_filling
_26087d5609ab_u000,"卸任公職多年的前副總統連戰1月17日將出版《連戰回憶錄》,書中記錄連戰過去半世紀為兩岸關係奔走,推動兩岸和平的重要歷程,面對兩岸關係和平發展,連戰提出「三不一關鍵」,並呼籲北京當局正視中華民國政府存在的現實,唯有在此政治互信下,政治對話才能開展。",claim,,"連戰在書中表示,他很失望自己所努力打拚出來的和平願景遭到重大挫折,中國國民黨在17全大會上,把92共識及5項和平願景寫入黨綱,中國共產黨接著在18全大會也正式接受92共識,緊接著在19大及20大的報告中也都寫入92共識。",[],"[""兩岸|cross-strait""]",02_Ke_chinatimes_news,2023-01-15 17:46:13,L1-06,12.3,round3_gap_filling
_03132b056527_u005,"賴清德指出,自己和總統蔡英文已連續4年參加總統府前舉辦的升旗典禮,感受到政府責任重大,政府有責任讓各行各業繁榮興盛,讓人人平安好過日。",claim,"在台灣面臨氣候變遷威脅時,能夠風調雨順、彰化縣民平安,而今天也是元旦,代表一元復始,萬象更新。","賴清德說,1月13日就要投票,他也要提醒大家選擇對的人、走對的路,家家戶戶出來投票,因為這場總統大選結果不僅影響台灣未來和子孫幸福,也和印太和平有關係,當世界分為民主自由及極權陣營時,民眾手上的選票也決定台灣要和哪個陣營站在一起。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2024-01-01 20:53:00,L1-06,12.3,round3_gap_filling
_d9fbebb12013_u014,"蘇貞昌在新書裡回憶,當時只有立委吳秉叡說,「如果民進黨生死存亡之際,臨危不救,歷史怎麼評斷蘇貞昌?」他最後決定扛下重擔,並認為政府應該做得更好,不能讓中國跟傾中勢力,就這樣把台灣擊潰。",claim,"蘇貞昌透露,他特地詢問核心幕僚的看法,而幕僚多數持反對意見,一部分觀點是認為民眾已用選票證明,該是蘇貞昌轉身的時刻,另外一部分則為蘇貞昌屢屢救火、抱不平。","新書也揭露,儘管外界不看好「蔡蘇體制」,甚至認為兩人會打起來,但蘇貞昌這4年,與蔡總統在討論國家大事後會談談心事;","[{""name"": ""民進黨"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-09-29 19:24:00,L1-06,12.3,round3_gap_filling
_381f704b47f8_u007,"行政院副院長鄭文燦指出,台灣走在綠能道路上是堅定不移,也沒有遲疑,綠能是保護地球、疼惜台灣最重要的政策,能源轉型讓台灣永續發展,減碳減排也可以讓雲林獲得新方向,隔壁台西工業區已被政府定位為綠能專區,會採取漁業農業共生模式,讓過去沒辦法開發廢棄的900公頃土地獲得新生命,創造地方就業繁榮。",claim,"蔡英文強調,再生能源除能夠滿足產業綠電需求,還能帶動上兆元投資,整個綠電產業供應鏈上下游廠商都同時受惠,台灣政府有策略滿足供應鏈綠電需求,也有決心壯大我們綠能產業,逐步落實能源轉型,我們的目標是要把低碳零碳的挑戰轉換成帶動產業提供就業的新機會。","立委蘇治芬也當場向總統請命將「風光走廊」落腳在雲林,她指出,太陽能光電已成功,雲林沿海風電也有很大潛能,風電能再加把勁的話,台61線以西就是台灣百分百的「風光走廊」。",[],[],02_Ke_ltn_news,2023-04-22 12:11:05,L1-06,12.3,round3_gap_filling
_1677777f604c_u004,"台南市長黃偉哲於去年9月推動台南228紀念館的啟用,讓後人了解湯德章律師、王育霖檢察官等多位前輩事蹟,受難前輩用生命劃下台灣社會公平正義及民主自由的底線,提醒「我們絕對不能再犯錯」,228紀念公園紀念碑象徵是一個壞掉的鼎,代表受傷的人民,紀念碑的對面也就是台南市政府,可以提醒政府,不能忘記歷史的教訓。",context,"蔡英文也提到,2021年湯德章故居一度面臨被拆危機,民眾自發募資買下保存,代表台灣人以集體力量捍衛湯德章的精神,捍衛一個時代的勇氣;","代表受難者家屬致詞的王克紹說,父親王育霖擔任新竹檢察官時,主持正義嚴辦官商勾結,卻得罪了當年威權專制的國民政府,3月14日父親強被士兵押走,至此音訊全無,後來聽聞受盡苦刑,至今不知死於何時何地,令人痛心!",[],[],01_Ho_ltn_news,2023-02-28 20:12:31,L1-06,11.3,round3_gap_filling
_dbdb5bdd1273_u000,"巴西獨立紀念日遊行簡約 試圖擺脫軍人獨裁形象 2023/9/8 08:20 (中央社記者唐雅陵聖保羅7日專電)9月7日是巴西獨立201年紀念日,總統魯拉政府試圖擺脫前總統波索納洛過去4年的「軍人獨裁」形象,今年的慶祝遊行活動比往年簡約許多。",context,,"慶祝遊行活動於上午9時在首都巴西利亞的部會廣場舉行,標語是「民主、主權和團結」,遊行分為「和平與主權」、「科學和科技」、「健康與疫苗接種」以及「保衛亞馬遜」4個主題。",[],[],03_Lai_chinatimes_news,2023-09-08 08:20:00,L1-06,11.3,round3_gap_filling
_4d4900199257_u005,"他說:「就美國立場來說,我們的『一中政策』沒有改變,持續作為美方政策。」 針對賴清德8月訪問巴拉圭途中將過境美國,米勒重申,類似過境過去有諸多前例,橫跨數十年及數任政府,沒有什麼特別之處。",quote,"美國國務院發言人米勒(Matthew Miller)今天在例行媒體簡報會上被問及此事時表示,他對賴清德發言沒有任何回應。","媒體接著追問,賴清德雖稱支持兩岸現狀,但外界對他的外交政策及可能支持台灣獨立一事有些許憂慮,美方是否擔心他若當選,可能對美中關係造成負面影響。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],02_Ke_chinatimes_news,2023-08-01 05:00:00,L1-06,10.8,round3_gap_filling
