window_id,doc_id,source,date,full_text_with_sentence_marks,l2_set_str,community_id,sampling_weight,interpretive_notes
_bd1ee7a995d5_w0005,_bd1ee7a995d5,02_Ke_chinatimes_news,,"[8] 對於曾玟學表態捐出選票補助款,國民黨苗栗縣第2選區立委候選人邱鎮軍表示,先前針對曾玟學競選經費來源提出質疑,要求曾玟學說明政治獻金中有無來自民進黨、「雲豹」旗下相關企業或其它與民進黨友好企業的資助,對手遲遲不敢公布,如今宣布捐贈,「是否錢多到用不完」,希望曾玟學還是先把競選經費公布後再說。 [9] 透過 Google News 至於是否跟進捐出選票補助款,邱鎮軍陣營指出,2022年邱鎮軍以「同額競選」連任苗栗市長,選後即將選票補助款補足整數120萬元捐助弱勢團體及社福機構,這次立委選舉,因選戰最後階段,目前專心選戰做最後衝刺,待選舉結束再做考量。 [10] 邱鎮軍今天也發表苗中地區政見,包括推動國道1號銜接台72線交通建設、苗栗市大坪頂成立產業園區創造在地工作機會、公館苗栗特色館轉型親子藝文特區以及配合縣府持續爭取經費辦理明德水庫親水遊憩、環湖單車道、纜車等設施、打造後龍溪單車廊道等,帶動觀光及產業發展。",L2-06|L2-07,2,2.009994219092242,
_3e0ee129dbd3_w0000,_3e0ee129dbd3,02_Ke_chinatimes_news,,"[0] 遭指卡大巨蛋 柯文哲:是民進黨政府硬卡1年10個月 2023/12/4 22:25 (12/4 22:42 更新) (中央社記者郭建伸台北4日電)國土署指大巨蛋卡蛋的是柯市府。 [1] 民眾黨總統參選人柯文哲今天表示,他處理完大巨蛋防火避難問題後,民進黨政府硬卡1年10個月,直到他市長卸任才給過,並批評民進黨政府厚顏,為政黨鬥爭不顧人民權益。 [2] 台北大巨蛋球場3日迎接首次正式賽事,國民黨總統參選人侯友宜感嘆大巨蛋一拖8年,遭疑暗諷柯文哲。",L2-06|L2-07,2,2.009991047304742,
_fdebb5359ee3_w0010,_fdebb5359ee3,02_Ke_chinatimes_news,,"[15] 他也說,目前沒有「總統提名行政院長須經立法院過半同意」的規定,但認為可透過假投票創造憲政慣例。 [16]  [17] 柯文哲並未正面回應,但表示很多國民黨區域立委感到焦慮,並認為區域立委也可談合作,「不要搞到最後,本來希望立法院三黨不過半,結果因為總統大選影響,連立法院又讓民進黨單獨過半,這機會很大」。 [18]  [19]  [20]  [21] 2025/05/22 15:22 2025/05/21 19:20 2025/05/20 12:01 2025/05/20 11:57",L2-06|L2-07,2,2.0099882963733364,
_668afce8e32c_w0000,_668afce8e32c,02_Ke_chinatimes_news,,"[0] 民進黨:蕭美琴從未放棄國籍 國民黨惡意扭曲應道歉 2023/12/3 14:57 (12/4 14:42 更新) (中央社記者葉素萍台北3日電)國民黨議員質疑民進黨副總統參選人蕭美琴曾放棄國籍又再回復,不具參選資格。 [1]  [2] 賴清德競選總部發言人戴瑋姍今天表示,蕭美琴自始至終都具有中華民國國籍,也從未放棄中華民國國籍,亦無回復國籍的問題,參選資格皆合乎相關規定,期盼社會各界以正確資訊為事實基礎,不實的討論應適可而止。 [3]  [4] 林楚茵透過臉書表示,國民黨惡意扭曲蕭美琴曾經放棄國籍,這是帶風向的「選舉操作」,可惡又可恥,不只是凸顯國民黨的無知,更是對海外僑胞的歧視。",L2-01|L2-06|L2-07,2,2.0099874337006676,
_b7c7a5175553_w0007,_b7c7a5175553,02_Ke_chinatimes_news,,"[9] 黃國昌回答,蔡政府多年來做了許多承諾及開支票,但遺憾是近幾年人民看到的是橫行權貴,就連2017年司法國是會議有許多改革訴求都無法做到,才導致近來外役監條例引發如此大風波。 [10] 他表示,今天大家不分黨派站出來,就是希望用共同價值及對公平正義的渴望,發出人民的聲音,要讓後面的總統府聽到人民心聲及怒吼,不分黨派、團結一致要求政府落實居住正義、喚回司法公正。 [11] 有關外界對於活動正當性疑慮,黃國昌指出,大家可看到這次活動的訴求,許多是政府過去承諾迄今未做,有些則是政府百般推託但在集會前夕卻大轉彎,包括囤房稅2.0及社宅輪候制等,反映出人民站出來會有力量,開始讓政府學會謙卑。",L2-05|L2-06|L2-07,2,2.009986095150119,
_677b217c296a_w0003,_677b217c296a,02_Ke_chinatimes_news,,"[3] 侯友宜新北市政未加分 開高走低政治行情受挫 2024選舉開票結果 區域立委當選完整名單 賴清德蕭美琴2024總統大選勝選獲558萬票 得票率40% 黨內人士指出,再從區域得票數看,國民黨原期盼能夠「北票南補」、決戰中台灣,但雙北的票數卻都落後綠營,侯友宜政治本命區新北市的得票數、也低於2019年連任的115萬票,讓勝負早早底定。 [4] 黨內人士說,侯友宜陣營在選前不斷到南部掃街拜票,目的當然是希望拉近與綠營的差距,透過北部、中部都贏的狀況下,獲得勝利; [5]  [6] 藍營輔選人士指出,選前各項民調就顯示,侯友宜的大本營新北市選情已不穩定,雖然透過不少新北藍營在地人士拚命搶救、拉票,盼讓侯友宜能專心顧南部選情,但最後票數顯示,效果並不顯著。",L2-06|L2-07,2,2.0099758003726294,
_3b10d5d14444_w0013,_3b10d5d14444,02_Ke_chinatimes_news,,"[18] 總統還提到明年520就要畢業,賴清德說她想坐火車環島,但她是想要自己開車環島,看看台灣這幾年的改變、各項建設的進度,「但是還不敢確定(卸任後),我是不是能開車」。 [19] 蔡總統最後強調,要讓台灣繼續走對的路、繼續進步不回頭,不要回到22K、薪資成長停滯、股市8000多點以及透過中國走向世界的年代; [20] 她呼籲辣台派們,「要讓我放心畢業,就要支持賴清德、蕭美琴,讓台北市8席立委全壘打,政黨票支持民進黨」。",L2-06|L2-07,2,2.009970346578376,
_d32bbdc9ee0a_w0001,_d32bbdc9ee0a,02_Ke_chinatimes_news,,"[1] 雷震民主人權基金今天舉辦雷震民主人權紀念講座「全球台灣抵抗中華帝國-台灣的地緣政治時刻」,民眾黨總統參選人柯文哲以黨主席身分受邀致詞。 [2]  [3]  [4] 是團結和諧而不是分裂仇恨的社會,所以他希望台灣是由清廉、勤政、愛鄉土的政府領導,而不是製造仇恨、大撒幣、沒有長期政策的政府。 [5] 柯文哲說,講完理想,但事實是,台灣緊鄰中國大陸,這個世界第2大經濟體每天都在聲稱台灣是它的一部分,「我常常在想,如果台灣跟古巴可以交換位置多好」,因為古巴是共產國家,台灣則跟美國比較好。",L2-02|L2-05|L2-06|L2-07,2,2.0099667721151917,
_53a4fda3c7de_w0000,_53a4fda3c7de,02_Ke_ltn_news,,"[7] 林昱嘉說,當今國際間都在提倡性別平權的制服,希望我國可以從國家單位做出裁定,讓航空公司提供員工更多元的選擇,並讓職場的性別不平等制度逐漸退場。 [8]  [9]  [10]  [11]  [12]  [13]  [14] 桃園市空服員職業工會秘書長周聖凱說,行政院常說我國性平表現是亞洲第一,但在航空業的表現上卻是遠遠落後於其他國家。 [15]  [16]  [17] 周聖凱也提及,行政院在2014年就表示,要求女性員警只能穿裙裝執勤是性別歧視,修改相關規定,落實「消除對婦女一切形式歧視公約」規範。",L2-01|L2-03|L2-06|L2-07|L2-08,2,2.0099546447258363,
_f87fa12426fe_w0000,_f87fa12426fe,02_Ke_ltn_news,,"[0] 今天起實施許多利多便民措施,行政院彙整各部會2024年推動攸關民眾權益與福祉的重要措施,包含薪資成長、負擔減輕、福利增加、生活便利四大面向。 [1] 〔記者鍾麗華/台北報導〕今天起實施許多利多便民措施,行政院彙整各部會2024年推動攸關民眾權益與福祉的重要措施,包含薪資成長、負擔減輕、福利增加、生活便利四大面向。 [2] 行政院長陳建仁已請各主管部會加強宣導,讓民眾真正感受到攸關國人權益與福祉新措施帶來的好處,讓政府的良法美意能夠澈底落實。",L2-06|L2-07,2,2.009948148928296,
