window_id,doc_id,source,date,full_text_with_sentence_marks,l2_set_str,community_id,sampling_weight,interpretive_notes
_d8fc5a9d9f76_w0012,_d8fc5a9d9f76,03_Lai_ltn_news,,"[13] 蔡政府做的,是開源節流、穩健財政、壯大國家,「我知道有人會說,數字冷冰冰。但我要告訴大家,數字不是冷冰冰,數字會說話,而且,建設和福利也是活生生,在大家的生活周遭。」 她提到,行政院113年度總預算社福支出最高、增加最多,包含長照達876億元,少子女化突破千億創下1201億元新高,次高的教科文也將投入323億元完成「班班有冷氣」,並落實賴清德副總統提議的「減免私立大專學雜費每年3萬5千元」等。 [14] 此外,整體科技發展預算逼近2千億元、六大核心戰略產業、淨零轉型也都有所成長。 [15] 在國防改革方面,相較於2016年的3596億元,明年度國防總體預算,包括基金與特別預算,將達到6068億元,創下歷史新高,占GDP比率也可望達到2.5%。",L2-06|L2-07,2,2.009994219092242,
_349444b127e0_w0001,_349444b127e0,03_Lai_ltn_news,,"[1] 〔記者陳政宇、吳亮儀、陳昀/台北報導〕大選進入決戰,民進黨正副總統候選人賴清德、蕭美琴昨晚舉辦「台灣美德站出來,凱道護國之夜」,催出選戰氣勢。 [2] 賴清德向民眾喊話,明天台灣就要迎接新時代,選出新的總統、新的國會,台灣的選擇全世界都在看,要走向未來或走回過去,迎向世界或鎖進中國,堅守民主價值或向威權專制低頭,命運完全掌握在自己手上。 [3] 蕭美琴則強調,民進黨是最具有進步價值的團隊,儘管台灣歷史有太多苦難,在國際被無情打壓,但台灣人擁有永不放棄的精神,「志氣是恁甲阮號的名,阮是驕傲的台灣囡仔」,進步這條路要繼續走,要走對的路、選對的人。",L2-02|L2-03|L2-04|L2-06|L2-07|L2-08,2,2.009991047304742,
_79a26535d4c5_w0009,_79a26535d4c5,03_Lai_chinatimes_news,,"[16] 蕭美琴說,「如果有需要的話」,現在競選總部規劃建議先跑一些比較年輕的、女性的參選人,後面就看整個團隊規劃。 [17]  [18]  [19] 另外,蕭美琴表示,台灣近年表現亮眼受國際肯定,但還是很多人沒有享受到經濟成長果實,需要做更好的國家治理、資源分配; [20] 年輕人壓力大,就學、就業、高房價問題,要認真看待,不是一帖處方就能解決,要多帖處方下藥,才能減緩。",L2-06|L2-07,2,2.0099874337006676,
_d701f7876ccb_w0001,_d701f7876ccb,03_Lai_chinatimes_news,,"[1] 還有謠言說全國最大共識是下架民進黨,但許多民調顯示,民眾最支持民進黨執政。 [2] 賴清德今天上午出席「高雄市信賴台灣姊妹會成立大會」,並與民進黨高雄市8名立委參選人賴瑞隆、黃捷、李柏毅、邱議瑩、李昆澤、許智傑、邱志偉、林岱樺同台,呼籲選民總統、立委、政黨票支持民進黨。 [3]  [4] 賴清德說,像戒嚴時只有國民黨一個政黨,才叫一黨獨大,或雖有民主選舉,但執政黨沒換過也可稱一黨獨大,但民進黨是通過民主程序爭取人民支持,符合民主政治精神。",L2-04|L2-06|L2-07|L2-08,2,2.009986095150119,
_7ab0be3f64c7_w0002,_7ab0be3f64c7,03_Lai_chinatimes_news,,"[2] 賴副總統致詞表示,烏山頭水庫興建之前的嘉南平原,因灌溉不易,農民生活非常清苦,八田與一歷時10年才完成,可見工程不容易,更難得的是使用獨有興建方式,當水庫完成後,可以順利通過八七水災及921大地震等天災考驗。 [3] 賴副總統說,烏山頭水庫一開始是為農業用途,現在連台積電所在的南科園區,也用到烏山頭水庫的水,烏山頭水庫已成台日感情共同平台,並發展如家人般的感情,在地震、COVID-19(2019冠狀病毒疾病)疫情時彼此幫忙,充分展現「患難見真情」精神。 [4] 賴副總統表示,台日間不只經濟合作、人民交流,更可彼此合作守護區域和平穩定,就像前日本首相安倍晉三所說,「台灣有事,就是日本有事」,台日繼續如烏山頭水庫跨世代、跨國界共同合作,區域自然可以和平穩定。",L2-01|L2-03|L2-06|L2-07,2,2.0099758003726294,
_3480a2c33be2_w0001,_3480a2c33be2,03_Lai_ltn_news,,"[1] 〔記者許倬勛/新北報導〕民進黨主席暨總統參選人賴清德今在新北舉行首場大型造勢,「水牛伯」立法院長游錫堃為賴站台助講,他說,台灣是亞洲華人社會中唯一的民主國家,過去中國出身的政治家包括孫中山、蔣中正、毛澤東都曾支持民主、支持台灣獨立, [2] 但是掌權之後都變得專制,游更援引美國總統傑佛遜的名言「自由的花朵需要經常用愛國者和暴君的鮮血來澆灌」呼籲大家投給賴清德、讓立委國會過半,才能守護得來不易的自由民主,讓台灣繼續走在正確道路上。 [3] 游錫堃見現場人山人海,盛讚這是好的開始,彷彿重現當年陳水扁競選總統時的盛況,也代表過去的自由民主愈來愈好,走在蔡英文總統與賴清德副總統領到的道路上,「我們要感謝自己,感謝兩千三百萬人的表現」。",L2-01|L2-02|L2-04|L2-05|L2-06|L2-07|L2-08,2,2.009970346578376,
_f5fd39538c27_w0001,_f5fd39538c27,03_Lai_chinatimes_news,,"[1] 他要下達動員令,希望大家明天準時收看總統候選人電視辯論會、為他加油,明年1月13日要出來投票,讓美德贏台灣。 [2]  [3]  [4] 他說,蔡總統和他4年前搭檔參選,獲得817萬票託付,繼續帶領台灣走進世界,「這4年來我們不用膝蓋走路」。 [5] 賴清德說,這次他與蕭美琴搭檔,要以國家希望工程願景藍圖,延續蔡總統8年的好成績,今天他與蔡總統、蕭美琴3人都在場,可說是3個願望一次滿足,而他為了爭取人民認同,已經繞台灣6圈,接下來要繞第7圈。",L2-06|L2-07|L2-08,2,2.0099667721151917,
_53ee6be871bb_w0001,_53ee6be871bb,03_Lai_chinatimes_news,,"[1] 蔡總統今天到新竹縣竹北天后宮參香,除向媽祖祈求國泰民安,也為黨籍新竹縣第1選區立委參選人詹紀緹、第2選區立委參選人曾聖凱助選,懇請民眾支持民進黨推出的總統、立委人選。 [2] 蔡總統致詞說,過去執政7年多碰到很多困難、挑戰,但台灣仍能穩定發展,是因為有人民支持,讓她能替台灣做事,希望未來的總統一樣可受大家支持,讓台灣更好。 [3] 政府於2021年完成「桃園新竹備援管線」,蔡總統說,當時面臨百年大旱,可以調度供水,這些經費都是因為有民進黨在國會過半,才能讓前瞻基礎建設預算通過,所以民進黨在國會要過半,才能讓國家建設逐漸做到位。",L2-06|L2-07,2,2.0099546447258363,
_82b2f4683fe5_w0002,_82b2f4683fe5,03_Lai_chinatimes_news,,"[2] 賴清德指出,過去民進黨因為在國會過半,才能順利推動多項政策,而蔡總統已把鑰匙交給他和副駕駛蕭美琴,他們會好好接棒,繼續把台灣這台車開向全世界。 [3] 賴清德說,蔡總統這幾年積極發展國防自主,勇鷹號教練機已經升空,海鯤艦也已經問世,這些成就會繼續保護台灣的海空安全; [4] 不過,南投選出的國民黨籍立委馬文君不只在立法院杯葛預算,還涉嫌將潛艦國造機密外洩,請鄉親用手中神聖的選票教訓她,阻止馬文君再進入立法院,不要讓她再來阻擋台灣發展。",L2-01|L2-05|L2-06|L2-07,2,2.0099470174893503,
_c2a9730cc260_w0003,_c2a9730cc260,03_Lai_ltn_news,,"[4] 現行「個資法」明定,違法蒐集、處理、利用或變造個資,造成他人損害,處2年以下有期徒刑、拘役或科或併科20萬元以下罰金; [5]  [6]  [7] 除了研擬中的政院版草案,洪申翰預告,將邀集專家學者討論提出「個資法」修法版本。 [8] 他受訪表示,現行20萬元罰金上限過低,是一個「很瞎」的數字,應該以一個企業保護個資或資安的所需成本作為參考,大型資料庫可能要花上百萬元,罰金的上限是否也要差不多水準?",L2-06|L2-07,2,2.009933684984112,
