window_id,doc_id,source,date,full_text_with_sentence_marks,l2_set_str,community_id,sampling_weight,interpretive_notes
_b9caa451b565_w0000,_b9caa451b565,03_Lai_chinatimes_news,,"[0] 賴清德「進白宮」言論掀波 府:台美相互了解沒誤會 2023/8/2 13:09 (8/2 13:39 更新) (中央社記者溫貴香台北2日電)民進黨總統參選人賴清德「進白宮」發言是否造成美方困擾,總統府副秘書長黃重諺今天說,台美之間都在相互清楚與了解狀況之下,沒有外界所說造成誤會等問題。 [1] 總統府上午召開記者會宣布,總統蔡英文指派副總統賴清德擔任特使,出席巴拉圭新任總統潘尼亞(Santiago Peña Palacios,另譯:貝尼亞)就職典禮。 [2] 賴清德日前提及,台灣不放棄走入世界,當「台灣總統可走入白宮,所追求政治目標就已經達成」。",L2-01|L2-03|L2-07,0,2.009991047304742,
_b5a6acdba82e_w0002,_b5a6acdba82e,03_Lai_chinatimes_news,,"[5] 其他還包括:越來越多外籍人士遭控為「間諜」、官方想方設法要提升科技自立等,都是中國緊抓「安全」與「發展」的表現。 [6]  [7]  [8]  [9] 至於眾所關注的俄烏戰爭,習近平也終於在3月份訪問俄羅斯後,4月26日首次與烏克蘭總統澤倫斯基通話,並表示將派中國政府歐亞事務特別代表赴烏克蘭等國。 [10]  [11]  [12]  [13] 面對美國主導美日澳印「四方安全會談」(QUAD)、作為安全支撐的「澳英美三方安全夥伴關係」(AUKUS),中國不甘示弱,去年中國與索羅門群島簽署安全協議,5月時任外交部長的王毅出訪南太平洋島國,與美國爭奪在南太的影響力,但勝負未定,已激起澳洲等國警惕。",L2-01|L2-03|L2-05,0,2.009970346578376,
_348d8c228f7f_w0008,_348d8c228f7f,03_Lai_chinatimes_news,,"[9] 他和出版社討論後,決定以外國讀者較不知道、卻相當重要的蔡總統為主題,同時探討台灣外交、國防和經濟近10年來的轉變。 [10] 沃勒函表示,從國際觀點來看,蔡總統最重要的政績「是她成功讓台灣成為國際議題。過去比較像是『中國人之間的紛爭』,但一部分歸功於她,現在台灣已是國際議題,牽涉貿易、戰略等」。 [11] 沃勒函說:「她提醒人們,台灣是一個遭受威脅的民主政體,我覺得她把國家打開了。而且她沒有外交失誤,8年來在國際上沒有失言、失禮、動怒,相當罕見;但她不軟弱,反而很堅定,例如不接受九二共識,也不明言獨立。面對中、美兩邊施壓,一直走在鋼索上,卻未踏錯一步。」 沃勒函分析,蔡總統執政期間,台灣向世界傳達了4個訊息。",L2-01|L2-03|L2-05|L2-06|L2-08,0,2.0099237556405583,
_b0c4b26b3012_w0008,_b0c4b26b3012,03_Lai_ltn_news,,"[17] 張晏綸認為,外館在海外第一線打拚,靠通訊接收外交部總部的指揮聯繫,某種程度也像一種「太空船」,館長在「艙內」的權力極大,而且幾乎沒有制衡,若團隊出現嚴重磨合衝突,將會彼此消磨好一段時間,「不是你走,就是他(調動時間到了)走,只能等待」。 [18] 談到經營社群媒體,張晏綸認為,最重要是清楚設定TA(目標群眾),例如外館工作是在駐地宣傳台灣,對話者應是當地民眾而非台灣人,應以當地語言,搭配當地社會熱門話題,才容易置入行銷台灣,但因外交部目前評比外館臉書績效是看整體觸及率,許多外館宣傳人員想跟上台灣時事梗增加流量,當地人不一定理解,有時還被批評是小編遊記、個人粉絲頁,相當可惜。 [19] 張晏綸指出,社群網站其實是極佳的拓展國際空間工具,除了可以直接接觸駐在國民眾,甚至可替外國政要帶來社群流量,當訪賓感覺受到熱情支持,往往會回饋在其政治工作,變得更有動力替台灣發聲或提案,是相輔相成的。",L2-01|L2-03|L2-06,0,2.0098663154492433,
_cc33c703f193_w0002,_cc33c703f193,03_Lai_chinatimes_news,,"[5] 賴清德訪巴拉圭過境紐約 AIT執行理事藍鶯迎接 賴清德訪巴拉圭過境美國 AIT羅森柏格推文歡迎 紐時:賴清德低調過境美國 力求展現穩健可靠形象 出訪巴拉圭 賴清德:讓國際了解台灣堅持民主自由 訪問團搭乘中華航空CI12班機,美東時間晚間8時49分在紐約甘迺迪國際機場停妥後,由駐美代表蕭美琴、美國在台協會(AIT)執行理事藍鶯(Ingrid Larson)接機。 [6]  [7] 在場數百人拉布條、揮舞中華民國與美國國旗及民主進步黨黨旗、高舉歡迎標語,以擴音器高喊台灣加油、副總統加油等口號,還有民眾準備賴清德英文姓氏LAI的大型燈光裝置。 [8]  [9]  [10] 台灣總統大選離投票還有5個月,身為副總統的賴清德代表民進黨參選總統,過境美國深受矚目。",L2-01|L2-03|L2-07|L2-08,0,2.0098020478489866,
_cea778b68875_w0012,_cea778b68875,03_Lai_ltn_news,,"[20] 前幾天,我去啟用了全國最大,位於苗栗的海能離岸風電。 [21]  [22] 就在昨天,臺美雙方共同宣布,「台美21世紀貿易倡議」首批協定內容。 [23] 從貿易便捷化到中小企業的就業和成長,乃至各項全球新興的貿易議題,臺美將簽署自1979年以來,最全面性的貿易協定。",L2-01|L2-03|L2-06,0,2.009800271795542,
_7e3e12db3007_w0007,_7e3e12db3007,03_Lai_ltn_news,,"[8] 而在國會外交部分,游錫堃表示,去年疫情趨緩後,他5度率同跨黨派委員出國訪問,獲捷克、立陶宛、法國等國會以等同邦交國待遇的規格接待。 [9] 另,他就任迄今,共有包含美國前眾議長裴洛西來訪,及捷克參議長韋德齊、捷克眾議長艾達莫娃、瓜地馬拉總統賈邁岱、立陶宛議長希米利特等政治領袖蒞院演講。 [10] 游錫堃指出,截至今年10月底止,立法院總計接待外國貴賓共275團,77個國家,3201人次。",L2-01|L2-03|L2-06,0,2.009795706805866,
副总统辩论_a4a3572e071e_w0001,副总统辩论_a4a3572e071e,副总统辩论,,"[4] 全世界高度关注台湾人民即将选出什么样的领导人,什么样的总统。 [5] 因为这个选择不只关系到台湾的未来,更关系着台湾是不是持续在正确的道路上和国际一起合作,壮大还是从世界脱队,成为风险的来源,这攸关全球的稳定跟繁荣。 [6]  [7] 我们告别22K走出经济上多年的困顿和停滞成为全球供应链的要角。",L2-01|L2-03|L2-05|L2-06|L2-07,0,2.0097562235163675,
_3778d2aa8c66_w0005,_3778d2aa8c66,03_Lai_ltn_news,,"[8] 同時告知張蔥等美軍,遣散後得自由選擇居住香港、美國、日本或台灣等地,且除了資遣費,還有每人1塊土地、建造美國式花園別墅所需經費、1年薪資生活福利金,經費將由美國政府以美援專款專用法案撥交給當地政府,由當地政府代為轉交,張蔥在CIA的安排下,於1953年以CIA「美國將軍」身份入境台灣,同年7月由國防部安排張台鳳及其母親與姊姊共3名家屬從香港入境。 [9] 張台鳳指控,國防部違背兩國間對「機密行動第三勢力」清償給付的協定,侵吞美國於二戰為保台反共的美軍所提供之資遣費、生活福利金 、房地經費,更以國軍霸王條款「眷改條例」將美軍當成國軍,以國家公權力剝奪退役美軍少將張蔥及其遺眷家產,要求國防部應停止詐欺訴訟、停止不法拆屋還地,返還張蔥的美軍薪資、美軍退役之遣散費、生活福利金及建屋經費。 [10] 國防部代表指出,張蔥在國防部情報局任職期間,因任職關係獲撥新北市新店區土地,當初獲撥土地主要是為了緩解眷屬居住問題,張蔥於1993年過世後,由張台鳳的母親與國防部成立土地使用借貸關係,當初借貸目的也是為了眷屬居住,之後房屋卻被作為營商使用,違反當初使用借貸給眷屬居住的目的,所以後來軍情局與張台鳳的母親中止借貸關係,但因雙方無法合意,國防部遂提起民事訴訟。",L2-01|L2-03|L2-05,0,2.0097182642606097,
副总统辩论_a4a3572e071e_w0074,副总统辩论_a4a3572e071e,副总统辩论,,[232] 陈杉荣: 请问你们有什么更好的办法可以扩展台湾的国际空间? [233] 可以增加中华民国的邦交国数量? [234]  [235]  [236]  [237]  [238]  [239]  [240]  [241]  [242]  [243]  [244] 刚刚陈先生提到未来怎么协助总统。,L2-01|L2-03,0,2.009706980243949,
_143a5957707b_w0001,_143a5957707b,03_Lai_chinatimes_news,,"[1] 總統蔡英文上午主持「執政7年,重新定義台灣,讓世界重新看見台灣」記者會,並回答媒體提問,與會者包括副總統賴清德、總統府秘書長林佳龍、副秘書長黃重諺、張惇涵、發言人林聿禪、Kolas Yotaka(谷辣斯.尤達卡)。 [2] 2024大選開打,賴副總統、新北市長侯友宜、民眾黨主席柯文哲,分別代表民進黨、國民黨、民眾黨參選總統。 [3] 對於下一任總統應具備哪些特質,蔡總統表示,台灣面對的各種挑戰絕對都是國際級的,希望下一任總統也要有相當能力處理國際事務。",L2-01|L2-03|L2-06|L2-07,0,2.009691763773477,
