window_id,doc_id,source,date,full_text_with_sentence_marks,l2_set_str,community_id,sampling_weight,interpretive_notes
副总统辩论_4c7494876048_w0097,副总统辩论_4c7494876048,副总统辩论,,"[301] 萧美琴: 但是我要告诉大家当初民进党政府依照国际标准科学数据来制定莱克多巴胺的最高容许量 是为了要接轨世界。 [302]  [303]  [304]  [305] 也因为我们展现接轨国际的决心。 [306] 所以后续,不管是在拜登总统任内的第一个贸易协议选择跟台湾启动谈判。",L2-01|L2-03|L2-06,0,2.0097562235163675,
_269258d1e6e9_w0001,_269258d1e6e9,02_Ke_chinatimes_news,,"[3] 賴清德下午至桃園市立委第2選區民進黨參選人黃世杰楊梅競選總部,出席「賴桑與杰哥約在楊梅青年有夢,守護婦幼:共築孩子未來的路」活動。 [4] 賴清德接受媒體聯訪時,被問及怎麼看夏立言正在訪問中國、中國商務部認定台灣對中國大陸貿易限制措施構成貿易壁壘,未來當選要怎麼改善兩岸關係。 [5] 賴清德表示,台灣跟中國都是世界貿易組織(WTO)的會員國,若有爭端應該尋求世界貿易組織的機制來解決,不應該在選前1個月刻意公布、企圖影響選情,這是公然介入台灣這場選舉。",L2-01|L2-03|L2-05,0,2.009706980243949,
_47e9b9a5a4dc_w0003,_47e9b9a5a4dc,02_Ke_chinatimes_news,,"[10] 此外,柯文哲今天晚上也與美國雷根總統基金會暨紀念中心訪問團會面,民眾黨透過新聞稿轉述會議內容。 [11] 柯文哲在會中表示,在國防政策上,台灣要扮演區域安全角色,應提升自我防衛能力,國防預算不能低於國內生產毛額(GDP)的3%; [12] 美國是台灣最重要的盟友,也是國際間唯一敢販售武器給台灣的國家,台灣除繼續向美國採購防禦性武器外,亦盼能融入美國在亞太地區主導的區域安全組織,以達到維持台海和平穩定的目標。",L2-01|L2-03|L2-07,0,2.009675097324342,
_11388365778a_w0001,_11388365778a,02_Ke_chinatimes_news,,"[2] 賴副總統上午在總統府接見訪團,他致詞表示,台日雙邊貿易已高達882億美元,破歷史新高,日本是台灣第三大貿易國,台灣是日本第四大貿易國,感謝日本政府支持台灣加入跨太平洋夥伴全面進步協定(CPTPP),也請日本持續給予台灣協助。 [3] 賴副總統說,台美最近洽簽21世紀貿易倡議,第一階段已經簽署完畢,台灣也非常期待與日本展開類似貿易協議,增進彼此間貿易關係。 [4] 賴副總統並指出,台積電已經到日本投資,必然有很多問題需要日本政府協助,請國會議員給予支持。",L2-01|L2-03|L2-06|L2-07,0,2.009267649888486,
_269258d1e6e9_w0002,_269258d1e6e9,02_Ke_chinatimes_news,,"[4] 賴清德接受媒體聯訪時,被問及怎麼看夏立言正在訪問中國、中國商務部認定台灣對中國大陸貿易限制措施構成貿易壁壘,未來當選要怎麼改善兩岸關係。 [5] 賴清德表示,台灣跟中國都是世界貿易組織(WTO)的會員國,若有爭端應該尋求世界貿易組織的機制來解決,不應該在選前1個月刻意公布、企圖影響選情,這是公然介入台灣這場選舉。 [6] 賴清德也說,夏立言此時此刻前往中國大陸,啟人疑竇,所有的過程不公開也不透明,國民黨在這場選舉中,應該要公布夏立言訪中的目的、跟誰見面、談了什麼事、有什麼計畫,國人有知的權利。",L2-01|L2-03|L2-05|L2-07|L2-08,0,2.008931211213222,
副总统辩论_4c7494876048_w0072,副总统辩论_4c7494876048,副总统辩论,,"[175] 当中有数字贸易,Digital Trade。 [176] 这个议题涵挂的层面也非常广。 [177] 萧美琴: 我们能够跟主要的贸易国家来接轨来建构一致的标准来建构对未来产业共同的信心。",L2-01|L2-03|L2-07,0,2.008585979199114,
_f5c022628fef_w0001,_f5c022628fef,02_Ke_chinatimes_news,,"[1] 賴清德表示,在美國國慶期間,RSC主席赫恩(Kevin Hern,R-OK)率訪問團來台,用行動表達對台灣的支持、跟台灣站在一起,特別有意義。 [2]  [3] 台灣非常希望經由RSC的協助,加強台美之間的經貿關係,賴清德指出,台美目前已完成台美21世紀貿易倡議第一階段簽署,盼能繼續完成後續完整的倡議,逐步簽訂雙邊貿易協定。 [4] 此外,台灣也希望能夠加入區域經濟組織,並已對跨太平洋夥伴全面進步協定(CPTPP)提出申請,若能透過美國協助順利加入,有助台灣與整個區域經濟發展。",L2-01|L2-03|L2-06|L2-07,0,2.0085340307326818,
_681361ab8a70_w0006,_681361ab8a70,02_Ke_chinatimes_news,,"[10] 古屋表示,日華懇已訂定基本方針,全面支持台灣加入CPTPP,且非常努力對日本各政府單位發公文。 [11] 他說,一度在日本有部分食品(指福島等5縣食品)無法出口到台灣,在台灣當局努力下,終於大幅解禁,台灣要加入CPTPP的障礙算是消除了。 [12]  [13] 柯文哲說,希望將來台日有更全面的合作,例如在政治上建立美日台三方溝通平台,共同維持印度太平洋地區的和平,也期盼日本協助台灣加入CPTPP。",L2-01|L2-03|L2-06|L2-07,0,2.0083267819605783,
_6cf6a8f46727_w0004,_6cf6a8f46727,02_Ke_chinatimes_news,,"[5] 她參與選舉後,也進入大街小巷拜票助選,希望撕去外界對她公主的標籤。 [6] 吳欣盈進入民眾黨後,外語能力和國際事務處理能力受到倚重,陪同柯文哲2次訪美。 [7] 歐洲議會首度邀請台灣立委出席會議時,她獲推派與會,除了以14頁圖表簡報和流利英文提出報告,以及回應歐盟官員和其他與會者問題,令與會者印象深刻。",L2-01|L2-03|L2-06,0,2.008322598013952,
_261f34cccdcc_w0001,_261f34cccdcc,02_Ke_ltn_news,,"[4] 中檢與台中市調查處偵查發現,上述Ogival名錶,除機芯是從瑞士進口外,其餘零件都是梅華公司自行生產或購買,楊鴻斌等人先將Ogival名錶錶面與錶殼底,蓋上「SWISS MADE」標記(瑞士製造),並將少部分手錶組件出口至香港後,轉送至瑞士組裝,以獲得「瑞士產地證明」,亦即俗稱的「洗產地」,實則大部分Ogival名錶,都是仁徠貿易公司、香港愛其華公司的師傅組裝,以此誤導消費者,認為所有型號Ogivalg名錶均為瑞士原裝進口,符合「SWISS MADE」標準。 [5] 檢調偵查顯示,楊男還涉嫌指示其員工,隨產品附進口完稅證明文件,以進一步混淆消費者,經中檢函請法務部國際及兩岸法律司,透過外交部向瑞士聯邦政府提出司法互助,並於去年9月獲得瑞士政府函覆,Ogival名錶於瑞士實際組裝型號、數量,經比對後證實,楊男確實造假。 [6]  [7]  [8]  [9] 檢調搜索仁徠貿易公司時,師傅還在組裝瑞士Ogival名錶。",L2-01|L2-03,0,2.008276311719926,
