window_id,doc_id,source,date,full_text_with_sentence_marks,l2_set_str,community_id,sampling_weight,interpretive_notes
_827d23bdefeb_w0005,_827d23bdefeb,02_Ke_ltn_news,,"[15] 像是2011年性交易已經除罪化,但除罪僅限於性產業專區內,但各地方政府迄今尚未設立專區。 [16]  [17]  [18]  [19]  [20]  [21]  [22] 他認為改善司法的主戰場,不在司法院,而在立法院。 [23] 他呼籲立委關注,司法不彰等於侵害百姓的司法主權,因此盡速修改刑事訴訟法和其他妨害司法的不當條例,讓其跟上民主和科學的腳步,實在刻不容緩。",L2-07|L2-08,3,2.009991047304742,
_e3d9a3e3e13e_w0003,_e3d9a3e3e13e,02_Ke_ltn_news,,"[4] 蔡總統於110年雙十國慶時,出席總統府前國慶大會發表國慶演說,提出「四個堅持」:堅持自由民主的憲政體制,堅持中華民國與中華人民共和國互不隸屬,堅持主權不容侵犯併吞,堅持中華民國台灣的前途,必須遵循全體台灣人民的意志。 [5]  [6] 對於傳出賴陣營擬將「四個堅持」納入黨綱中,許智傑表示,賴清德主席推動改革的腳步持續向前,包含國人及國際最關心的主權及兩岸議題,「四個堅持」不只是正副總統的原則,也是國人認同的價值,未來若納入黨綱,不僅可以讓全世界更清楚台灣的立場,也更能獲得國人信任。 [7] 許智傑指出,他非常肯定賴主席上任後一連串的黨務改革,期待下個月總統提名可以加速進行,更快就定戰鬥位置,迎接2024的挑戰。",L2-01|L2-02|L2-05|L2-06|L2-07|L2-08,3,2.0099874337006676,
_e3f124993158_w0007,_e3f124993158,02_Ke_chinatimes_news,,"[9] 如果賴清德未來有幸選上總統,也不會台獨。 [10] 陳建仁答覆,台獨不是一個重要的議題,怎麼樣讓台灣成為一個自由民主的主權獨立國家、讓台灣蓬勃發展,才是一個重要的議題。 [11] 質詢時,鄭麗文還提及,俄烏戰爭之後,華府那邊開始有一種新思維和主張出現,不管是智庫、官員或軍方,有看法認為俄烏戰爭對美國很有利,一個烏克蘭就可以拖垮俄羅斯,而美國現在最大的敵人是中國,如果兩岸戰爭,台灣如果變成下一個烏克蘭,可能可以拖垮中共,中國大陸可能會延後30年至50年追不上美國。",L2-01|L2-05|L2-07|L2-08,3,2.0099758003726294,
_7cf4d65a1f36_w0000,_7cf4d65a1f36,02_Ke_ltn_news,,"[2] 為提升外籍船員權益保障,行政院去年5月20日核定「漁業與人權行動計畫」,外籍船員除調薪外,也保障船員海上通訊權,船員在海上作業休息時間可用Wi-Fi和親友連絡,農委會也從去年起提供相關設備與通訊費補助,漁業署表示,設備費每船最高補助30萬元,通訊費每船每月8千元、最多補助12個月; [3]  [4]  [5]  [6] 國際漁業組織及國際貿易未來都朝向將人權議題納入考量,農委會表示將會協助輔導業者調適轉型,希望業界共同努力配合提升及保障船員權益,另對於無法調適之漁船,也將透過減船計畫,輔導業者退場。",L2-03|L2-07|L2-08,3,2.009970346578376,
_b7b885a72bb9_w0003,_b7b885a72bb9,02_Ke_chinatimes_news,,"[3] 國民黨表示,全代會活動主視覺意象為「翻轉的方塊」,寓意「政黨輪替,翻轉台灣 」、「重返執政,撥亂反正」。 [4]  [5]  [6] 國民黨說,此次在新北市板橋第2體育場區內的新北體育館召開,傳達的就是全力支持黨籍總統參選人侯友宜的堅定態度,營造大團結氣勢,從新北出發贏回台灣。 [7] 其中主要分為兩個階段,第1階段為第16任正、副總統暨第11屆區域暨原住民立法委員提名造勢活動,第2階段為黨務報告與輔選工作等議程。",L2-06|L2-07|L2-08,3,2.0099546447258363,
_f2d594702ef1_w0005,_f2d594702ef1,02_Ke_ltn_news,,"[6] 因此僑宴結束後,她和媽媽都很希望能成為賴清德在選戰中的助力,也獲得賴清德競選辦公室的熱烈歡迎,於是她決定投入競選志工行列,並加入新成立的海外青年團,透過文宣、社群影響力號召海外首投族回台投票挺賴,「如果有需要幫助,我都可以做。」 「我相信他最重要的目標,是確保台灣能維持自由民主。」杜若薇說,她在美國生活多年,見識過各式各樣的國家與文化後,認為自己更偏好自由民主的生活方式,也支持賴清德對民主和平與區域穩定的主張,而賴清德的政治經歷完整,不僅最了解台灣,也是最能解決問題的總統參選人。 [7]  [8] 21歲台法混血兒杜若薇(Léa Dumortier)在「2023台美小姐選拔賽」獲「第一公主」和「最佳人氣獎」,將加入賴清德海外青年團擔任競選志工。 [9] (賴清德競選辦公室提供) 21歲台法混血兒杜若薇(Léa Dumortier)在「2023台美小姐選拔賽」獲「第一公主」和「最佳人氣獎」,將加入賴清德海外青年團擔任競選志工。",L2-07|L2-08,3,2.0099470174893503,
_383585120389_w0002,_383585120389,02_Ke_chinatimes_news,,"[2] 民進黨上午舉辦2024總統副總統暨立委選舉選前國際記者會,民進黨總統候選人賴清德、民進黨副總統候選人蕭美琴出席,共有包含日本、美國、瑞典、丹麥等28國、128家國際媒體、217人參與,兩人桌上擺放著兩面中華民國國旗。 [3] 面對媒體提問,蕭美琴表示,在華府工作期間與美方建立緊密合作夥伴關係,她曾提出「戰貓外交」構想,需要在各方利益之間維持最佳平衡點,以台灣利益、主體出發,與美方等國際社會建構共同價值,包含民主自由的堅持,以及對區域和平穩定繁榮等共同利益。 [4] 談及兩岸議題,蕭美琴說,在維持現狀的目標之下,取得最佳平衡點是努力方向,維持現狀是國際社會的期待,也是兩岸需要共同承擔的責任,將延續蔡總統負責任、獲得國際信任與支持的路徑,持續發展對外關係。",L2-01|L2-06|L2-07|L2-08,3,2.0099237556405583,
_bdc60df11fb8_w0004,_bdc60df11fb8,02_Ke_chinatimes_news,,"[4] 賴副總統表示,他是和平主義者及民主萬歲者,深知和平無價,戰爭沒有贏家,但仍要清楚「和平不是用選擇就有辦法得到」,如果要追求和平,就一定要追求「真和平」,靠自己力量及決心維護國家及人民生命財產安全。 [5] 賴副總統說,為追求和平,他一定會在全球視野下竭盡所能維持兩岸和平穩定現狀,堅定民主自由憲政體系,捍衛中華民國與中華人民共和國互不隸屬,也會堅持主權不容併吞,中華民國台灣未來須由2300多萬人決定。 [6] 透過 Google News 郭台銘表示,雖同意賴副總統主張「和平必須要爭取來的」,但也期盼賴副總統詳讀和平宣言。",L2-01|L2-02|L2-05|L2-07|L2-08,3,2.009903216643263,
_bd03d0a618ef_w0009,_bd03d0a618ef,02_Ke_ltn_news,,"[12] 同時也會與民主夥伴合作穩固邦交國、推廣台灣國際參與、展開產業鏈的進一步合作,並共同維護印太地區和平穩定。 [13] 賴清德強調,這場選舉分為兩條路線,一個為與國際持續交流合作、深化民主的道路; [14]  [15] 他永遠歡迎與對岸共同推展和平的機會,但在北京未放棄武力企圖之前,會持續提升國防能量,以及與民主夥伴並肩嚇阻來自對岸的各項挑戰,他有決心捍衛國家利益,也有維持區域穩定的責任。",L2-01|L2-05|L2-07|L2-08,3,2.009891330026836,
_7a68fd8c920e_w0000,_7a68fd8c920e,02_Ke_ltn_news,,"[0] 姚立明今天受邀到民進黨以「從憲政理念思考民主大聯盟」為題進行專案報告。 [1] 〔記者陳昀/台北報導〕民進黨「民主大聯盟」講座今天邀請曾任柯文哲台北市長競選總幹事的學者姚立明,以「從憲政理念思考民主大聯盟」為題進行專案報告。 [2] 姚立明會中分析,柯的支持度已經到天花板,只會下滑,民進黨總統參選人賴清德的青年票則是關鍵,繼續拓展可望突破現有支持度。",L2-07|L2-08,3,2.0098663154492433,
