window_id,doc_id,source,date,full_text_with_sentence_marks,l2_set_str,community_id,sampling_weight,interpretive_notes
_d701f7876ccb_w0003,_d701f7876ccb,03_Lai_chinatimes_news,,"[4] 賴清德說,像戒嚴時只有國民黨一個政黨,才叫一黨獨大,或雖有民主選舉,但執政黨沒換過也可稱一黨獨大,但民進黨是通過民主程序爭取人民支持,符合民主政治精神。 [5] 他並表示,指全國最大共識是下架民進黨,是選舉語言,許多民調顯示,若問民眾希望哪個政黨執政,第一名是民進黨逾30%,第二是國民黨逾20%,第三是民眾黨逾10%,可見民眾更反對國民黨、民眾黨執政,尤其民眾黨才逾10%支持。 [6] 賴清德說,不論藍白都不是民意主流,所以才要結合,為了政黨利益結合,而不是為了國家長治久安和人民福祉,只是聯合次要敵人打擊主要敵人以取得政權。",L2-04|L2-07|L2-08,2,2.0099237556405583,
总统辩论_e76e2f37b3f6_w0025,总统辩论_e76e2f37b3f6,总统辩论,,"[239] 侯友宜: 今天在说这个居住正义的事情。 [240]  [241]  [242]  [243]  [244]  [245]  [246]  [247]  [248]  [249]  [250]  [251]  [252]  [253]  [254]  [255]  [256]  [257]  [258]  [259]  [260]  [261]  [262] 赖清德: 谢谢,因为国家是,宪法是国家的根本大法,其实也是人民权利的保障书。 [263]  [264]  [265] 赖清德: 第二个,如果拿民国三十五年所制定的宪法来看的话,其实你会失望的,因为当年李登辉总统任内,推动六次修宪。",L2-01|L2-04|L2-08,2,2.0097562235163675,
_ed22340b6e7a_w0001,_ed22340b6e7a,03_Lai_ltn_news,,"[1] 〔記者鍾麗華/台北報導〕今年是「六四」天安門事件34週年,民間團體今天宣布當天將在中正紀念堂民主大道舉辦紀念晚會,華人民主書院協會理事長曾建元表示,明年台灣將舉行總統大選,這不是一場單純的選舉,而是民主與專制的對抗,台灣要展現堅守民主價值,「六四」活動是很重要的場合,各政黨候選人應該有所表態。 [2] 包括民間司法改革基金會、人權公約施行監督聯盟及華人民主書院協會等多個民間團體今舉行「威權擴張捍民主 凝聚星火撐自由」「六四」34週年紀念晚會暨當代民主藝術展記者會,宣布6月4日當天將在中正紀念堂民主大道舉行活動。 [3]  [4] 舉辦六四象徵台灣在民主化之後,對於國際社會和自由世界的一種責任,這不單純是一個兩岸或是中國國內的問題。",L2-04|L2-05|L2-07|L2-08,2,2.0097182642606097,
_0814fa67b0f8_w0004,_0814fa67b0f8,03_Lai_ltn_news,,"[10] 但萬一,有些「數點忘祖」的台灣人民,死皮賴臉地向美國「求救」,而美國又不知死活的,敢於挑戰「天朝」宇宙無敵嘴砲大軍,而把登島「受降」的解放軍切斷所有海空退路的話,大家猜猜看:在台灣孤立無援的解放軍,能夠撐得了多少天? [11] 會像當年登陸古寧頭的共軍那樣才三天不到,就大規模地成堆投降嗎? [12] 黃澎孝直言「我才懶得管中國的敗軍降將會有什麼下場?中國共產黨或中華人民共和國會有怎樣「地動山搖」的後果?我只會積極地呼籲台灣人民,如果「中華民國」投降了,那我們就把1895年5月25日建立的「台灣民主國」恢復起來吧!」 黃澎孝呼籲,如果「中華民國」沒投降,既然這個「國名」不見容於中華人民共和國,以致於「討打」,而禍延台灣人民!",L2-04|L2-05|L2-07|L2-08,2,2.009706980243949,
_59012a282b04_w0000,_59012a282b04,03_Lai_chinatimes_news,,"[0] 賴清德與創黨黨員餐敘 談大選一定成功守護台灣 2023/9/27 14:50 (9/27 16:28 更新) (中央社記者葉素萍台北27日電)民進黨主席賴清德今天出席37週年黨慶創黨先進聯誼餐會,他說,在歷史關鍵時刻擔任民進黨主席、參選總統,覺得光榮且責任重大,民進黨守護台灣、促進民主和平繁榮的決心沒有改變,明年1月13日大選一定能夠成功守護台灣。 [1]  [2] 立法院長游錫堃、前民進黨主席姚嘉文、前行政院長張俊雄等人與會。 [3]  [4]  [5] 賴清德說,民進黨創立後團結各方力量、加強社會連結,突破黨禁、報禁、廢除刑法100條、終止世上最久的戒嚴,他也在1996年台海危機時棄醫從政,但30年來兩岸情勢沒有因為時間變遷改善,中國併吞台灣的企圖沒改變。",L2-04|L2-05|L2-07|L2-08,2,2.009691763773477,
_0fbe092677fe_w0001,_0fbe092677fe,03_Lai_chinatimes_news,,"[1] 陳俊宇舉行記者會表示,國民政府1937年以一紙行政命令將黨歌變國歌,完全沒法律依據,非常不合理,且歌詞提到「三民主義、吾『黨』所宗」歌頌國民黨,很不公道; [2] 黨國不分時期已過去,威權政府時代不復存在,如果要深化台灣民主,就需要屬於這片土地及台灣人的國歌。 [3] 陳俊宇說,台灣經歷多次總統民選,無庸置疑是主權獨立國家,他進立法院後會堅定推動台灣國家正常化,汰除不合理的威權遺毒,不論透過徵選民眾創作或邀專家作曲填詞等,都要寫出符合台灣精神、凝聚台灣人向心力的新國歌。",L2-01|L2-04|L2-07|L2-08,2,2.009675097324342,
_5555398ffac4_w0006,_5555398ffac4,03_Lai_ltn_news,,"[10] 在台灣社會抵抗高壓政府、集體被噤聲的年代,克勞斯・華爾特串聯國際力量,把聲音借給台灣。 [11]  [12]  [13]  [14]  [15]  [16]  [17] 陳菊提到,1988年世界人權宣言40周年,西德總統邀請10位受迫害人權國家的人權工作者見面。 [18]  [19]  [20]  [21]  [22]  [23]  [24]  [25] 陳菊也引用歌德(J. W. Goethe)的詩作送別老友:「某個早晨,你不再醒來。鳥依然歌唱,如同往昔。這一天,一切如故,除了,你的離去。你自由了,而我們以眼淚祝福你。」 陳菊與世界台灣同鄉會聯合會會長傅佩芬、僑務委員會委員長徐佳青、台灣獨立建國聯盟盧榮杰、駐德代表謝志偉及旅德的台灣朋友今日共同署名於德國法蘭克福匯報刊登訃聞,弔文寫道:「我們告別一位奮戰不懈的人權鬥士、一位長期支持台灣的忠實友人。他從未漠視他人之苦難,他從不對不公不義噤聲,他從沒為了舒適安逸而袖手旁觀。」 弔文寫道:「在台灣的戒嚴時期,Klaus作為國際特赦組織德國分會的台灣工作小組召集人,致力救援台灣的政治受難者。親愛的Klaus,在你離去之際,今日的台灣已成為全世界最民主的國家之一。雖然大部分的台灣人可能不認識你,但是,你在台灣歷史最黑暗的時刻點亮了一盞燭光,照亮了所有台灣人的黑夜;這盞燭光將繼續陪伴著我們,而我們也將持續守護這盞燭光。」 曾任國際特赦組織德國分會副秘書長、領導「台灣協調小組」的人權工作者克勞斯・華爾特本月17日與世長辭。",L2-04|L2-07|L2-08,2,2.0096189766454953,
_92252c615b91_w0006,_92252c615b91,03_Lai_chinatimes_news,,"[8] 他也表示,將在半導體等領域與日本合作,強化供應鏈的方針。 [9] 賴副總統提到中國過去一直干預台灣的總統大選,因此將這次總統大選定位為「民主或專制獨裁的選擇」。 [10] 談到兩岸關係,賴副總統說,「維持(台灣的)現狀、捍衛印度太平洋和平穩定及世界和平是我的使命」,並再次強調如果順利當選總統的話,將繼承總統蔡英文政府的路線。",L2-04|L2-05|L2-07|L2-08,2,2.0095855921324146,
_cea55a63dba6_w0001,_cea55a63dba6,03_Lai_ltn_news,,"[3] 國民黨王家貞等人今天質詢,質疑石牧民把孔廟官方粉專用羅馬拼音當玩笑經營,若不處理這位爭議執行長,國民黨團會好好監督孔廟基金會的預算。 [4]  [5] 請文化局長讀一下孔廟粉專沒有漢字台語文,用羅馬拼音,也讀不出來,不要掛羊頭賣狗肉,把台灣人當傻子,台獨是自由選擇權,台灣是一個民主自由的地方,「有種宣布台獨,直接廢掉孔廟,孔廟不是你玩台獨的地方」。 [6] 台灣基進議員李宗霖則反批,「還活在戒嚴禁說方言時代嗎?」今天在看到這樣荒腔走板的質詢,讓他非常訝異。",L2-04|L2-08,2,2.0095289939506973,
_a0f8c5214db0_w0008,_a0f8c5214db0,03_Lai_chinatimes_news,,"[14] 民進黨主席當選人賴清德晚間發布聲明表示,黨主席補選順利結束,接下來就是民主進步黨贏回人民信任的開始; [15]  [16]  [17]  [18] 賴清德強調,他的目標很明確,就是要團結全黨,帶領大家重新擦亮清廉勤政愛鄉土與綠色執政品質保證兩塊招牌,民主進步黨存在的目的就是為了台灣打拚,過去民進黨推動民主改革,下個階段的使命就是在複雜多變的國際局勢中,堅定守護台灣,促進台灣的民主、和平、繁榮。 [19] 2025/05/15 11:38 2025/05/11 11:16 2025/05/08 13:16 2025/05/08 12:15",L2-04|L2-06|L2-07|L2-08,2,2.00937826454975,
_dfb5fafb0fb9_w0007,_dfb5fafb0fb9,03_Lai_ltn_news,,"[7] 王宏恩舉例,1991年底第二屆國大選舉中,因為拒絕刪除候選人的台獨政見,有6位地方選委會主委(由市長兼任,台北縣尤清、宜蘭縣游錫堃、高雄縣余陳月瑛、屏東縣蘇貞昌、嘉義市張文英、彰化縣周清玉等6人)辭職抗議,而彰化縣及高雄縣更是先印出有台獨政見的選舉公報後送出,台灣省選委會再緊急全面收回查,6位官員更在選後被懲處。 [8] 王宏恩表示,在幾次的選舉風波後,中選會官員跟政治人物提議「廢除政見欄」,避免衍生妨礙言論自由或政治判斷的風波,而刪除政見欄可能帶來的資訊不對稱的問題,當時的中選會官員及立委們則認為透過公辦的電視政見發表會取代選舉欄即可。 [9] 也因此這種狀況運行至今,直到去年6月9日,為使各組候選人得以藉由選舉公報表達其政治理念,提供選民機會比較各組候選人對國家未來施政方向及主張,內政部提案修法將「總統選罷法」修正第44條,選舉公報增列政見,也因此在今年的正副總統選舉公報中可見「政見欄」。",L2-04|L2-08,2,2.009368131505338,
_d2209cbd9101_w0004,_d2209cbd9101,03_Lai_ltn_news,,"[6] 他指出,2024大選有3個重要意義,第一是台灣命運的關鍵,第二是本土政權的延續,第三是總統蔡英文執政的價值,盼大家能用選票讓國家走向和平、民主、繁榮的未來,民進黨的總目標除了總統當選,國會也要過半,這是不可放棄的神聖任務。 [7] 立法院院長游錫堃說,大選要想辦法讓台灣能夠贏,他還吟唱出身於台中清水的政治運動者蔡惠如創作的古典詩《意難忘》,表達蔡惠如為台灣打拚、爭取民主自由的精神,獲得現場如雷掌聲。 [8] 北社社長張樹森(前)致詞說,唯有讓賴清德高票當選、台派國會議員過半,才能更有效率地推動台灣「國家正常化」。",L2-01|L2-04|L2-07|L2-08,2,2.0093604357004895,
_ff4754bd104f_w0006,_ff4754bd104f,03_Lai_ltn_news,,"[9] 副總統賴清德也表示,此次修復計畫全世界有2000多位朋友參與關心,透過紀念館可以感受史明歐吉桑的意志,以及爭取台灣的民主、自主,希望和世界平起平坐的信念。 [10] 謝長廷表示,史明是台獨運動的大前輩,過往新珍味提供台灣留學生來自故鄉的味道,這次紀念館開幕可以說是格外有意義,謝長廷也提到,目前台海局勢是國際注目的焦點,因此守護台灣民主自由,以及維護台海局勢乃是世界與台灣的共同利益之所在。 [11]  [12] 史明19歲逃家前來早大就學政治經濟學部的政治科,吳叡人表示,史明在早大唸書時期除了受到馬克思主義的影響外,更受到昭和教養主義的影響,所以除了重視弱小民族、被壓迫者的處境外,特別重視人文內涵以及人格主義的養成,可以說體現了教養主義、全人教育的早大校風。",L2-01|L2-04|L2-06|L2-07|L2-08,2,2.009275625510065,
萧美琴专访_8144c8ff6902_w0029,萧美琴专访_8144c8ff6902,萧美琴专访,,"[110] 萧美琴: 我觉得你,如果回顾在2000年的时候我记得那时候阿扁总统的第一次就职典礼他有提到这个。 [111] 他有一个讲法就是他愿意这个跟对方去处理未来一中的这个问题去讨论 甚至是去对话那这个在讲一个未来的议题那维持一个对话的空间跟弹性。 [112]  [113] 萧美琴: 所以这个对岸一直用比较僵硬的方式在对待台湾的民意以及台湾民意所选出来的总统。",L2-01|L2-04|L2-05|L2-07|L2-08,2,2.009267649888486,
_85920a67cd17_w0012,_85920a67cd17,03_Lai_chinatimes_news,,"[12] 全長近18分鐘的演說,蔡總統提到台灣37次、中華民國台灣2次、中華民國5次。 [13] 擔任國慶大會主席的立法院長游錫堃在大會上致詞,以漢語朗誦自己創作的詩「淬鍊」,指台灣民主成就並非天上掉下來,而是經過百年奮鬥而得。 [14]  [15] 在蔡總統演講後,國慶大會進入主題表演,5架空軍勇鷹高級教練機,以大雁隊型編隊通過觀禮台前,現場歡呼聲響起。",L2-04|L2-06|L2-08,2,2.0092512011837678,
_c6c314c16709_w0001,_c6c314c16709,03_Lai_ltn_news,,"[1] 〔記者陳昀/台北報導〕民進黨主席賴清德昨出席民進黨三十七週年黨慶創黨先進聯誼餐會時表示,他自一九九六年台海危機棄醫從政,至今中國併吞台灣的企圖仍未改變,他在歷史關鍵時刻擔任黨主席並參選總統,會向台灣社會展現民進黨守護台灣,促進民主、和平的決心一點都沒改變,為台灣負起歷史性責任,在民主道路上繼續壯大台灣。 [2] 立法院長游錫堃、前民進黨主席姚嘉文、前行政院長張俊雄等人均與會。 [3]  [4] 他說,民進黨創立後團結台灣社會的力量,才有辦法一路突破黨禁、報禁、廢除刑法一百條,同時終止全球最長的戒嚴令,他也在一九九六年台海危機時棄醫從政,但三十年來兩岸情勢沒有隨時間改善,中國併吞台灣的企圖仍未改變;",L2-04|L2-05|L2-07|L2-08,2,2.009160118451376,
_5555398ffac4_w0007,_5555398ffac4,03_Lai_ltn_news,,"[17] 陳菊提到,1988年世界人權宣言40周年,西德總統邀請10位受迫害人權國家的人權工作者見面。 [18]  [19]  [20]  [21]  [22]  [23]  [24]  [25] 陳菊也引用歌德(J. W. Goethe)的詩作送別老友:「某個早晨,你不再醒來。鳥依然歌唱,如同往昔。這一天,一切如故,除了,你的離去。你自由了,而我們以眼淚祝福你。」 陳菊與世界台灣同鄉會聯合會會長傅佩芬、僑務委員會委員長徐佳青、台灣獨立建國聯盟盧榮杰、駐德代表謝志偉及旅德的台灣朋友今日共同署名於德國法蘭克福匯報刊登訃聞,弔文寫道:「我們告別一位奮戰不懈的人權鬥士、一位長期支持台灣的忠實友人。他從未漠視他人之苦難,他從不對不公不義噤聲,他從沒為了舒適安逸而袖手旁觀。」 弔文寫道:「在台灣的戒嚴時期,Klaus作為國際特赦組織德國分會的台灣工作小組召集人,致力救援台灣的政治受難者。親愛的Klaus,在你離去之際,今日的台灣已成為全世界最民主的國家之一。雖然大部分的台灣人可能不認識你,但是,你在台灣歷史最黑暗的時刻點亮了一盞燭光,照亮了所有台灣人的黑夜;這盞燭光將繼續陪伴著我們,而我們也將持續守護這盞燭光。」 曾任國際特赦組織德國分會副秘書長、領導「台灣協調小組」的人權工作者克勞斯・華爾特本月17日與世長辭。 [26] 監察院長兼國家人權委員會主任委員陳菊等人今(25)日於德國法蘭克福匯報刊登訃聞。",L2-04|L2-07|L2-08,2,2.009085806907076,
