doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status
meeting1_bd9068170e34,meeting1_bd9068170e34_u000,"各位观众,各位候选人大家好,今天是中央选举委员会为第 16 任总统、副总统选举所举办的第三场总统候选人电视证件发表会。",context,,"由本人中央选举委员会委员陈明负责主持,同时由本会陈月端委员在场监察。",[],[],False,,c7eeb4f5f8b9894712040fc75d0b7fdd,False,meeting1,,"各位观众,各位候选人大家好,今天是中央选举委员会为第 16 任总统、副总统选举所举办的第三场总统候选人电视证件发表会。",True,institution_only,True,gate: core_election,False,KEEP,0.43509745597839355,,,False,KEEP
meeting1_bd9068170e34,meeting1_bd9068170e34_u002,"首先,谨代表主办单位中央选举委员会向电视机前的观众悍来参加证件发表会的 3 位候选人表示感谢。",claim,"由本人中央选举委员会委员陈明负责主持,同时由本会陈月端委员在场监察。","在证件发表会正式开始前,先将证件发表会进行程序及注意事项向各位说明。",[],[],False,,2e62d6fd6fd9456554a348d414d80a9e,False,meeting1,,"首先,谨代表主办单位中央选举委员会向电视机前的观众悍来参加证件发表会的 3 位候选人表示感谢。",True,institution_only,True,gate: core_election,False,REVIEW,0.39609360694885254,,,False,KEEP
meeting1_bd9068170e34,meeting1_bd9068170e34_u004,"第一,电视证件发表会进行之程序是采取三轮方式发表证件,每一轮每位候选人发表证件时间为 10 分钟。",context,"在证件发表会正式开始前,先将证件发表会进行程序及注意事项向各位说明。",时间渐满前 3 分钟按铃一短声示意时间渐满时按铃二长生请结束发言。,[],[],False,,b90fea0d552795957ed3ef60d3152604,False,meeting1,,"第一,电视证件发表会进行之程序是采取三轮方式发表证件,每一轮每位候选人发表证件时间为 10 分钟。",True,institution_only,True,gate: core_election,False,REVIEW,0.23183901607990265,,,False,KEEP
meeting1_bd9068170e34,meeting1_bd9068170e34_u007,"时间建满时,候选人应急结束发言,不得以任何理由请求延长,如人不停止发言,主持人立即制止,并不予播出。",context,第二汉、第三轮证件发表的时间汉进行方式均相同。,"第二候选人因一抽签好次顺序发言,不得要求提前或延后。",[],[],False,,e9f80afb34938eac94b8011a63bf75c5,False,meeting1,,"时间建满时,候选人应急结束发言,不得以任何理由请求延长,如人不停止发言,主持人立即制止,并不予播出。",True,institution_only,True,gate: core_election,False,REVIEW,0.2784813940525055,,,False,KEEP
meeting1_bd9068170e34,meeting1_bd9068170e34_u008,"第二候选人因一抽签好次顺序发言,不得要求提前或延后。",context,"时间建满时,候选人应急结束发言,不得以任何理由请求延长,如人不停止发言,主持人立即制止,并不予播出。","经主持人畅明三次仍未上台发表证件者,以弃权论第三候选人发表证件时如有违背公共秩序、善良风俗之行为,主持人应予制止,并不予播出。",[],[],False,,c95317e6fc93bcab05cd53afb5af21e7,False,meeting1,,"第二候选人因一抽签好次顺序发言,不得要求提前或延后。",True,institution_only,True,gate: core_election,False,REVIEW,0.3161618113517761,,,False,KEEP
meeting1_bd9068170e34,meeting1_bd9068170e34_u009,"经主持人畅明三次仍未上台发表证件者,以弃权论第三候选人发表证件时如有违背公共秩序、善良风俗之行为,主持人应予制止,并不予播出。",context,"第二候选人因一抽签好次顺序发言,不得要求提前或延后。",,[],[],False,,ae8c3f6a1fd515d1edfdb5b10a628d7e,False,meeting1,,"经主持人畅明三次仍未上台发表证件者,以弃权论第三候选人发表证件时如有违背公共秩序、善良风俗之行为,主持人应予制止,并不予播出。",True,institution_only,True,gate: core_election,False,REVIEW,0.3733147084712982,,,False,KEEP
meeting1_1dfcac9007f6,meeting1_1dfcac9007f6_u000,接下来向各位介绍参加证件发表会的三位候选人。,context,,"抽签顺序,第一位候选人,柯文哲先生。",[],[],False,,cb46c3e15f5f95c64cce3c3273bf0e50,False,meeting1,,接下来向各位介绍参加证件发表会的三位候选人。,True,institution_only,True,gate: core_election,False,KEEP,0.43830522894859314,,,False,KEEP
meeting1_1dfcac9007f6,meeting1_1dfcac9007f6_u001,"抽签顺序,第一位候选人,柯文哲先生。",context,接下来向各位介绍参加证件发表会的三位候选人。,"第二位候选人,侯友谊先生。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],False,,60f0dc28b65688f066b866e718b5dc2b,False,meeting1,,"抽签顺序,第一位候选人,柯文哲先生。",True,cooccur: actor×institution,True,gate: actor×inst,False,REVIEW,0.40690672397613525,,,False,KEEP
meeting1_1dfcac9007f6,meeting1_1dfcac9007f6_u002,"第二位候选人,侯友谊先生。",context,"抽签顺序,第一位候选人,柯文哲先生。","第三位候选人,赖清德先生。","[{""name"": ""侯友谊"", ""party"": ""KMT""}]",[],False,,84104afccc014ae6c680c785798f85f6,False,meeting1,,"第二位候选人,侯友谊先生。",True,institution_only,True,gate: core_election,False,KEEP,0.44151920080184937,,,False,KEEP
meeting1_1dfcac9007f6,meeting1_1dfcac9007f6_u003,"第三位候选人,赖清德先生。",context,"第二位候选人,侯友谊先生。","现在开始进行今天的证件发表会,首先请第一轮第一位候选人柯文哲先生发表证件,时间 10 分钟,请发言。","[{""name"": ""赖清德"", ""party"": ""DPP""}]",[],False,,d0cddddb291ba9094c1762eae2b4111e,False,meeting1,,"第三位候选人,赖清德先生。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.48327258229255676,,,False,KEEP
meeting1_1dfcac9007f6,meeting1_1dfcac9007f6_u004,"现在开始进行今天的证件发表会,首先请第一轮第一位候选人柯文哲先生发表证件,时间 10 分钟,请发言。",context,"第三位候选人,赖清德先生。",,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],False,,f21de8b80e7a26907d01607d90ea018f,False,meeting1,,"现在开始进行今天的证件发表会,首先请第一轮第一位候选人柯文哲先生发表证件,时间 10 分钟,请发言。",True,cooccur: actor×institution,True,gate: actor×inst,False,REVIEW,0.3806186318397522,,,False,KEEP
meeting1_99448f8dbe08,meeting1_99448f8dbe08_u008,"我们如何建构一个社会安全网来让孩子跟家长可以安全地生活,这是我们作为领导人要思考的,我也邀请两位中等候选人一起思考,来提出看法。",context,"道具是拿着弹簧道具,学校不会被划线的,也不能阻止,还是我们缺的什么没有做才会这样?",,[],[],False,,48a73e3bfdaf8e8babdb2e8395485b14,False,meeting1,,"我们如何建构一个社会安全网来让孩子跟家长可以安全地生活,这是我们作为领导人要思考的,我也邀请两位中等候选人一起思考,来提出看法。",True,institution_only,True,gate: core_election,False,REVIEW,0.418235182762146,,,False,KEEP
meeting1_22046eb2a03c,meeting1_22046eb2a03c_u001,"今天我们要讲医疗参照劳保健康是基本人权,它是一个普世价值,也不会因为不同的信仰、宗教、政治、经济、社会而有所不同。",context,接下来我要来谈今天的议题。,"作为一个医生,我非常注重国人的健康。",[],[],False,,ffd0f86469c62c94443c5ae5adf907b3,False,meeting1,,"今天我们要讲医疗参照劳保健康是基本人权,它是一个普世价值,也不会因为不同的信仰、宗教、政治、经济、社会而有所不同。",True,institution_only,True,gate: 2 inst terms,False,REVIEW,0.33229970932006836,,,True,KEEP
meeting1_909e5fe749f8,meeting1_909e5fe749f8_u002,"病人、医护人员要健康,健保要健康。",context,"我认为台湾的医疗制度必须做一个全面的体检,第一步就是要先就鉴宝。","因此我主张第一提高医疗卫生支出的到 GDP 的 8 percent,目前只有 6.6 percent。",[],[],False,,c3108a7a2535e9516a02aeefc1a6e261,False,meeting1,,"病人、医护人员要健康,健保要健康。",True,institution_only,True,gate: strong_anchor,False,REVIEW,0.27406924962997437,,,True,KEEP
meeting1_da467078975c,meeting1_da467078975c_u006,"因此我主张投资健康,有效医疗、永续健保。",claim,"第七, 65 岁上的长子健薄会补助,应该比照太平市的制度,我们希望长子的健康也可以减少年轻子女的负担。",投资健康就是说健康比医疗重要。,[],[],False,,8eb9fed9020193c089ab150f886c28ad,False,meeting1,,"因此我主张投资健康,有效医疗、永续健保。",True,institution_only,True,gate: 2 inst terms,False,REVIEW,0.30546078085899353,,,True,KEEP
meeting1_da467078975c,meeting1_da467078975c_u009,"有效医疗要病人健康,叫医务人员健康,叫健保制度健康,医疗环境要健康,这样才能够提升整个医疗的治疗效率。",context,"OK,我们是希望病人不生病,那现在我们的国民不生病。","当然鉴宝不能倒闭,我们来谈肠灶有两个问题,它裁员不足,裁员不稳定。",[],[],False,,9cb8cf64f2964cd8a6b531f01ca6039c,False,meeting1,,"有效医疗要病人健康,叫医务人员健康,叫健保制度健康,医疗环境要健康,这样才能够提升整个医疗的治疗效率。",True,institution_only,True,gate: strong_anchor,False,REVIEW,0.2541077136993408,,,True,KEEP
meeting1_de6a82b53810,meeting1_de6a82b53810_u000,"卫部部长薛瑞远把打包票说,长照未来 5 年不会破产或者迟到,不会破产,因为基金里面还有钱,可是 5 年以后,所以我们不能把自己交给这种没有长期规划,走一步算一步的政府长债。",claim,,"要做得好,预算就要够,服务要多元完整。",[],[],False,,4bd7842535244775b64b69f76f2337c6,False,meeting1,,"卫部部长薛瑞远把打包票说,长照未来 5 年不会破产或者迟到,不会破产,因为基金里面还有钱,可是 5 年以后,所以我们不能把自己交给这种没有长期规划,走一步算一步的政府长债。",True,institution_only,True,gate: 2 inst terms,False,REVIEW,0.3609684407711029,,,False,KEEP
meeting1_c7c69055e492,meeting1_c7c69055e492_u005,"要让人民健康,就要义务健康,要义务健康就要健保健康。",context,这是国家领导人的责任。,"鉴宝的成功是台湾的骄傲,所以当然不能让鉴宝破产,但是也不能因为怕鉴宝破产就在压榨医务人员,因为这样将来失去保障的是国民的健康,所以我们要健薄有序,肠绕健全牢薄不正常。",[],[],False,,295e5da15539a0507a9e129014e6c840,False,meeting1,,"要让人民健康,就要义务健康,要义务健康就要健保健康。",True,institution_only,True,gate: strong_anchor,False,REVIEW,0.3263055086135864,,,True,KEEP
meeting1_0e9cb531b634,meeting1_0e9cb531b634_u000,"现在请第一轮第二位候选人侯友谊先生发表证件,时间 10 分钟。 请发言。",context,,,"[{""name"": ""侯友谊"", ""party"": ""KMT""}]",[],False,,db5374eaab4dcb4b4d9ebc605674a16c,False,meeting1,,"现在请第一轮第二位候选人侯友谊先生发表证件,时间 10 分钟。 请发言。",True,institution_only,True,gate: core_election,False,KEEP,0.4514455199241638,,,False,KEEP
