doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u018,"那如果当你要把就是你的执政权利,你的民主等,你要把你的权利,民权,交给一个人的时候你会希望这个人的人格特质是你可以信赖或是你觉得比较相近的东西。",context,"那我自己是比较在意就是候选人的人格特质就是这个人是一个怎么样的人就像是你工作,你会选老板然后你会看一下这个老板会怎么样。","路易莎莎: 那所以说我记得那时候在反抗设计的时候我们就会讨论,说喔,那好,那我们要怎么样访问,要怎么样呈现候选人的人格特质那这是我比较在意的东西。",[],[],False,,64303d17306f99c82d5c4be3ebdb89be,False,柯文哲专访,,"那如果当你要把就是你的执政权利,你的民主等,你要把你的权利,民权,交给一个人的时候你会希望这个人的人格特质是你可以信赖或是你觉得比较相近的东西。",True,institution_only,False,,False,KEEP,0.5372755527496338,,,False,REVIEW
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u066,"范琪斐: 我专门爱看硬邦的这种国际关系平台上竟然多到可以让我挑欸,就举。",context,"电子书爱怎么看就怎么看,而且借阅平台上的书库其实很大像。","我推荐的这一本《入侵,编辑台》。",[],[],False,,c8fd84896037fc4aa8bd4930adc5974c,False,柯文哲专访,,"范琪斐: 我专门爱看硬邦的这种国际关系平台上竟然多到可以让我挑欸,就举。",True,institution_only,False,,False,KEEP,0.4937005639076233,,,False,REVIEW
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u129,"所以我说真的我们在不同的议题也跟人家要不同的合作就是说,你讲的这个有没有道理,有道理,都可以合作,没道理,谁理你?",claim,"柯文哲: 所以我倒觉得这样,因为民众党在立法院也已经存在四年了。","柯文哲: 所以事实上民众党在立法院的投票行为很清楚它没有像以前,那个叫小蓝,小绿,我们至少我们不是我们还是会问说这个到底有没有道理?",[],[],False,,07ff935bfedbca91803f1d109d472f76,False,柯文哲专访,,"所以我说真的我们在不同的议题也跟人家要不同的合作就是说,你讲的这个有没有道理,有道理,都可以合作,没道理,谁理你?",True,institution_only,False,,False,KEEP,0.5068044662475586,,,False,REVIEW
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u137,"不是最大党组阁,是要组阁的要得到国会的过半同意。",context,这句话不对的地方。,柯文哲: 这才是目标。,[],[],False,,913963a199d6859cf0efa9eb52d5f816,False,柯文哲专访,,"不是最大党组阁,是要组阁的要得到国会的过半同意。",True,institution_only,False,,False,KEEP,0.4804399311542511,,,False,REVIEW
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u161,"第一个是联合政府还是一个理想还是一个有人讲你要知道,联合政府在台湾的历史上,在华人的历史上,从来没有真的实验过。",context,柯文哲: 我倒觉得是这样。,"柯文哲: 所以有人说,这蓝白盒是个失败。",[],[],False,,69874236cca891d8019b5f2067ffe0df,False,柯文哲专访,,"第一个是联合政府还是一个理想还是一个有人讲你要知道,联合政府在台湾的历史上,在华人的历史上,从来没有真的实验过。",True,institution_only,False,,False,KEEP,0.5150036811828613,,,False,REVIEW
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u163,"我说不要这样讲,因为至少内阁制的精神大家听一听好像没什么反对联合政府,大家听一听,好像也可以。",claim,"柯文哲: 所以有人说,这蓝白盒是个失败。",柯文哲: 然后选举前两个政党领袖可以坐下来谈。,[],[],False,,58be36735f0f7497f3a0459dfb11c497,False,柯文哲专访,,"我说不要这样讲,因为至少内阁制的精神大家听一听好像没什么反对联合政府,大家听一听,好像也可以。",True,institution_only,False,,False,KEEP,0.6305192708969116,,,False,REVIEW
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u244,"所以一个概念两岸关系不是台湾海峡,两岸是太平洋两岸。",context,当然那个平衡点越来越困难。,柯文哲: 所以我们真的要头脑清楚一点我们是中美对抗架构下的台湾问题。,[],"[""两岸|cross-strait""]",False,,abfdcf6b169a6718fbdfea90f43b2e66,False,柯文哲专访,,"所以一个概念两岸关系不是台湾海峡,两岸是太平洋两岸。",True,institution_only,False,,False,REVIEW,0.44683951139450073,,,True,REVIEW
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u271,范琪斐: 然后呢他说其实我感觉他们比较舒服支持而且他现在加引号柯 而不是其他两个好 就是说这个他有感受到中国会觉得支持柯。,claim,"范琪斐: 他讲话的内容,他其实是在讲说他说 他说我们,他说北京是知道柯文哲的,因为他是台北的市长那他也做了这个就是上海跟台北这个双城论坛的东西。",他可能觉得会比较的舒服在美国的角度这样子。,[],[],False,,510ab6c6d654a5f0f4b72a1c91598f7e,False,柯文哲专访,,范琪斐: 然后呢他说其实我感觉他们比较舒服支持而且他现在加引号柯 而不是其他两个好 就是说这个他有感受到中国会觉得支持柯。,True,institution_only,False,,False,KEEP,0.6234036684036255,,,False,REVIEW
柯文哲专访_44bddcb36cd3,柯文哲专访_44bddcb36cd3_u053,"但是对美国政府来讲,他可以很有自信说这个人讲的话。",claim,美国职业外交官所常常要面对的政治人物。,"柯文哲: 如果真的去问他,他回答就是那样。",[],[],False,,085231f6c9ace5372dad0cf84877ed20,False,柯文哲专访,,"但是对美国政府来讲,他可以很有自信说这个人讲的话。",True,institution_only,False,,False,KEEP,0.5876650810241699,,,False,REVIEW
柯文哲专访_ef48a257ba5a,柯文哲专访_ef48a257ba5a_u046,范琪斐: 可是问题是这个跟台湾的民意差距太大了。,context,他就是要一个中国。,我不知道你要怎么样去跟中国打破这个东西。,[],[],False,,db3740464e1a18f7409c1194acf753a2,False,柯文哲专访,,范琪斐: 可是问题是这个跟台湾的民意差距太大了。,True,institution_only,False,,False,KEEP,0.5530363321304321,,,False,REVIEW
