doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status
_3c879f131da4,_3c879f131da4_u053,"我覺得我們現在的情況還是比較好的,如果台海有一些軍事行動可以應對,當然,如果想要有更強的軍事是可以的。",context,"馬英九:問題是,就現況來看你需要多少保護?","我擔任總統8年,我知道怎麼應對中國大陸。",[],[],False,,bf669cb3c591eb5a48bca6a231d6dd30,False,02_Ke_tvbs_news,2024-01-10 16:52:00,"我覺得我們現在的情況還是比較好的,如果台海有一些軍事行動可以應對,當然,如果想要有更強的軍事是可以的。",True,institution_only,False,,False,REVIEW,0.35613030195236206,,,True,REVIEW
_3c879f131da4,_3c879f131da4_u076,"我不認為美國會直接介入,他們會想盡一切辦法避免,因為如果介入並與大陸發生面對面的衝突,那可能會導致核戰。",claim,"馬英九:這是我們每天都會問的問題,但沒有答案。","馬英九:我認為美國很難做出這樣的決定,因為如果台灣海峽爆發戰爭,美國也參與進來,那麼後果將是災難性的。",[],[],False,,3d4a499c42edf596f7988a6f482d1b17,False,02_Ke_tvbs_news,2024-01-10 16:52:00,"我不認為美國會直接介入,他們會想盡一切辦法避免,因為如果介入並與大陸發生面對面的衝突,那可能會導致核戰。",True,institution_only,False,,False,REVIEW,0.3373853266239166,,,False,REVIEW
_3c879f131da4,_3c879f131da4_u080,"DW:在美國,這引發了一場有關美國加大軍事投資有多重要的爭辯,特別是在印太地區。",context,"正如我所說,根據蘭德公司兵推,18次都是美國敗下陣來,所以美國的支持是有限的,我們必須非常清楚地了解這一點。",這樣做也不對嗎?,[],[],False,,82c9f0a9c6734a35e40e9b29f236980f,False,02_Ke_tvbs_news,2024-01-10 16:52:00,"DW:在美國,這引發了一場有關美國加大軍事投資有多重要的爭辯,特別是在印太地區。",True,institution_only,False,,False,REVIEW,0.328373521566391,,,False,REVIEW
_a983950a317a,_a983950a317a_u000,"距離2024年倒數17天,有命理學家或預言家已紛紛預言明年的國際局勢與現象,法國知名預言家諾查.丹瑪斯(Nostradamus)曾預言過不少真正發生的大事件,他也在457年前預言過2024年會發生的大事件,包括:氣候、病毒、政經局勢等皆有大震盪。",context,,更多新聞:年輕人限定!,[],[],False,,6c17b2ba128cbd6511fac05189f52c05,False,02_Ke_tvbs_news,2023-12-14 14:13:00,"距離2024年倒數17天,有命理學家或預言家已紛紛預言明年的國際局勢與現象,法國知名預言家諾查.丹瑪斯(Nostradamus)曾預言過不少真正發生的大事件,他也在457年前預言過2024年會發生的大事件,包括:氣候、病毒、政經局勢等皆有大震盪。",True,institution_only,False,,False,REVIEW,0.3494507670402527,,,False,REVIEW
_a983950a317a,_a983950a317a_u002,政府突加碼發錢「爽領3600」單身也受惠 更多新聞:年輕人限定!,context,更多新聞:年輕人限定!,政府突加碼發錢「爽領3600」單身也受惠 更多新聞:迎接2024!,[],[],False,,93902d7cc6758f684214385a3671aad3,False,02_Ke_tvbs_news,2023-12-14 14:13:00,政府突加碼發錢「爽領3600」單身也受惠 更多新聞:年輕人限定!,True,institution_only,False,,False,REVIEW,0.40873295068740845,,,False,REVIEW
_a983950a317a,_a983950a317a_u003,政府突加碼發錢「爽領3600」單身也受惠 更多新聞:迎接2024!,context,政府突加碼發錢「爽領3600」單身也受惠 更多新聞:年輕人限定!,"太平山元旦清晨3點開園 「7熱點」賞絕美日出 8. 人類能夠活到150歲: *民俗說法僅供參考,不代表本新聞網立場* 2024總統大選 TVBS報票員招募中 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 快來下載TVBS新聞APP,天天打卡抽咖啡 2024十二生肖運勢搶先看 「這生肖」把握前途無量的一年 全新百貨級菜市場正式開幕!",[],[],False,,e46c167a41abefc8ee2ffb3f0f7ca41a,False,02_Ke_tvbs_news,2023-12-14 14:13:00,政府突加碼發錢「爽領3600」單身也受惠 更多新聞:迎接2024!,True,institution_only,False,,False,KEEP,0.46367642283439636,,,False,REVIEW
_ffa2ce3ed6d9,_ffa2ce3ed6d9_u005,(圖/翻攝自吳若權臉書) 更多新聞:愛紗外景氣喘發作!,context,"僅穿小可愛入鏡 香肩鎖骨全都露 吳若權認為在面對低潮後,願意開始對話,其實是一件好事。",雙腿癱軟「驚悚畫面曝光」 急喊:快不行了 吳若權的文字常常療癒著大家。,[],[],False,,83dbb326652c24015f08cf14175fba6a,False,02_Ke_tvbs_news,2023-07-20 14:49:00,(圖/翻攝自吳若權臉書) 更多新聞:愛紗外景氣喘發作!,True,institution_only,False,,False,REVIEW,0.4005054235458374,,,False,REVIEW
_5c3ac30f7f7f,_5c3ac30f7f7f_u000,"第34屆金曲獎將在7月1日於台北小巨蛋舉行,今年最佳新人獎相當競爭,包含洪佩瑜、芒果醬、LÜCY、黃浩庭、鶴The Crane、潮州土狗、阿布絲7組人,其中獨立創作的原住民女歌手阿布絲,還一舉入圍原住民女歌手、原住民專輯跟年度專輯4項大獎,外型火辣的她,堪稱是本屆的大黑馬,日前她接受《TVBS新聞網》專訪,她透露創作就只是喜歡寫日記,然後漸漸的就哼成一首歌,而會用吉他創作,卻是",claim,,因為奶奶過世。,[],[],False,,3aa80836a202ded0646b5e3ba8a510f7,False,02_Ke_tvbs_news,2023-06-23 08:00:00,"第34屆金曲獎將在7月1日於台北小巨蛋舉行,今年最佳新人獎相當競爭,包含洪佩瑜、芒果醬、LÜCY、黃浩庭、鶴The Crane、潮州土狗、阿布絲7組人,其中獨立創作的原住民女歌手阿布絲,還一舉入圍原住民女歌手、原住民專輯跟年度專輯4項大獎,外型火辣的她,堪稱是本屆的大黑馬,日前她接受《TVBS新聞網》專訪,她透露創作就只是喜歡寫日記,然後漸漸的就哼成一首歌,而會用吉他創作,卻是",True,institution_only,False,,False,REVIEW,0.32048869132995605,,,True,REVIEW
_611aba663d99,_611aba663d99_u000,"美系外資看好2023年解封元年,台灣的消費動能會因此來提升,點名喊買富邦跟寶雅。",context,,"對此,TVBS 56頻道《金臨天下》邀集專家一同討論這兩大巨頭的股價後市要如何來觀察。",[],[],False,,4115fa97d33fdf12bb71ba1ffe888a96,False,02_Ke_tvbs_news,2023-02-17 22:38:00,"美系外資看好2023年解封元年,台灣的消費動能會因此來提升,點名喊買富邦跟寶雅。",True,institution_only,False,,False,REVIEW,0.3652765154838562,,,False,REVIEW
_6cddcf49b65c,_6cddcf49b65c_u001,"新北市於3月26日於新北市民廣場辦理全國最盛大的高級中等學校國際教育博覽會,主題為「青春,從新北開始」。",context,"為鼓勵學生就讀在地高中職,新北市教育局規劃新北市高中職教育博覽會系列活動,特別舉辦「制服Fashion Show競賽」制服票選活動,今年共有40所學校參賽,經過近3周票選,結果出爐,林口高中以1.3萬票,榮獲最美制服第1名,莊敬工家、金陵女中分居第2、3名。","本次博覽會五大主題皆具獨特性,有「青春制服走秀」活動,及首創「獨家特色市集」,還有生涯適性輔導區,最適性;",[],[],False,,f7502df5dbc5dbd21ecaf22944ad8376,False,02_Ke_tvbs_news,2023-04-09 17:33:00,"新北市於3月26日於新北市民廣場辦理全國最盛大的高級中等學校國際教育博覽會,主題為「青春,從新北開始」。",True,institution_only,False,,False,REVIEW,0.17132915556430817,,,False,REVIEW
