doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status
_26087d5609ab,_26087d5609ab_u008,三、這不是國際關係的強權所能干預和阻撓;,context,二、這不僅僅是兩岸任何政黨的歷史任務及責任;,四、最關鍵的是這是一個應訴諸於兩岸人民的意志與決心的課題。,[],[],False,,dc76f404b626766ea558624103c2e4da,False,02_Ke_chinatimes_news,2023-01-15 17:46:13,三、這不是國際關係的強權所能干預和阻撓;,True,institution_only,False,,False,KEEP,0.5535333156585693,,,False,REVIEW
_26087d5609ab,_26087d5609ab_u015,"【貪戀初夏藍天綠地美妙時光】 貪戀初夏藍天綠地美妙時光 全台精選15大野餐好地方快收藏 周一至五發送,每日五則庶民情報 中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。",context,"預計1月17日出版,2月7日下午於蔣經國七海園區舉辦新書發表會,並邀請前總統馬英九、國民黨主席朱立倫、立法院前院長王金平等人致詞。","當使用者使用本網站留言服務時,表示已詳細閱讀並完全了解,且同意配合下述規定: 違反上述規定者,中時新聞網有權刪除留言,或者直接封鎖帳號!",[],[],False,,f2fb4c2950fdd6d7ecb7a5bbad37fcc1,False,02_Ke_chinatimes_news,2023-01-15 17:46:13,"【貪戀初夏藍天綠地美妙時光】 貪戀初夏藍天綠地美妙時光 全台精選15大野餐好地方快收藏 周一至五發送,每日五則庶民情報 中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。",True,institution_only,False,,False,REVIEW,0.24558711051940918,,,False,REVIEW
_c3975b9927fe,_c3975b9927fe_u003,"在施會長的帶領下,參加謝年飯的政府官員和商界人士人數屢創新高。",context,"蔡英文總統今晚以英文致詞,以下是談話全文: 首先,我要感謝施立成會長在過去一年,為促進台灣美國商會與臺灣政府和商界關係所做的努力。","此外,在施會長的領導下,台灣美國商會在經貿政策方面給予臺灣政府寶貴的支持與建議。",[],[],False,,6c31345de4b87122e9d4886729467a2b,False,02_Ke_chinatimes_news,2023-04-19 22:33:11,"在施會長的帶領下,參加謝年飯的政府官員和商界人士人數屢創新高。",True,institution_only,False,,False,REVIEW,0.387063592672348,,,False,REVIEW
_c3975b9927fe,_c3975b9927fe_u004,"此外,在施會長的領導下,台灣美國商會在經貿政策方面給予臺灣政府寶貴的支持與建議。",claim,"在施會長的帶領下,參加謝年飯的政府官員和商界人士人數屢創新高。","施會長也致力推動政府與商界的正向交流,並與我國政府共同努力,改善臺灣的商業環境。",[],[],False,,4947d8754c3fd1f04be8636198372d32,False,02_Ke_chinatimes_news,2023-04-19 22:33:11,"此外,在施會長的領導下,台灣美國商會在經貿政策方面給予臺灣政府寶貴的支持與建議。",True,institution_only,False,,False,KEEP,0.4207136929035187,,,False,REVIEW
_c3975b9927fe,_c3975b9927fe_u005,"施會長也致力推動政府與商界的正向交流,並與我國政府共同努力,改善臺灣的商業環境。",context,"此外,在施會長的領導下,台灣美國商會在經貿政策方面給予臺灣政府寶貴的支持與建議。","我相信,本於對臺灣的熱愛,施會長將繼續為臺美夥伴關係做出寶貴的貢獻。",[],[],False,,34be88731fbf8045246799dd5e4b0581,False,02_Ke_chinatimes_news,2023-04-19 22:33:11,"施會長也致力推動政府與商界的正向交流,並與我國政府共同努力,改善臺灣的商業環境。",True,institution_only,False,,False,KEEP,0.4315497875213623,,,False,REVIEW
_c3975b9927fe,_c3975b9927fe_u010,"魏前執行長與他的團隊,在COVID-19疫情的艱困時期,克服許多挑戰,不僅台灣美國商會的會員人數出乎意料地增加,商會也有很好的財務表現。",context,"另外,我還要感謝美國商會前執行長魏立安過去兩年的付出。","我知道,張韶韵代理執行長任重道遠,但我相信她將持續在既有的成果上,使我們的關係更上一層樓。",[],[],False,,3cc6e262d97242a8df27ee404a01a83e,False,02_Ke_chinatimes_news,2023-04-19 22:33:11,"魏前執行長與他的團隊,在COVID-19疫情的艱困時期,克服許多挑戰,不僅台灣美國商會的會員人數出乎意料地增加,商會也有很好的財務表現。",True,institution_only,False,,False,REVIEW,0.3734249472618103,,,False,REVIEW
_c3975b9927fe,_c3975b9927fe_u014,"我很高興告訴各位,臺灣在「2023經濟自由度指數」排名全球第4,是我們迄今為止的最佳表現。",context,"然而秉持決心和努力,臺灣堅持不懈,在座各位也都見證了這一點。","此外,外商對臺灣仍保有堅定的信心。",[],[],False,,6a54ed0f252fe99d9656ccfec011052c,False,02_Ke_chinatimes_news,2023-04-19 22:33:11,"我很高興告訴各位,臺灣在「2023經濟自由度指數」排名全球第4,是我們迄今為止的最佳表現。",True,institution_only,False,,False,REVIEW,0.38080352544784546,,,True,REVIEW
_c3975b9927fe,_c3975b9927fe_u018,"我要在此重申,政府會致力以具體行動改善經商環境。",context,我要感謝在座各位對臺灣的信心和支持。,其中之一就是確保能源供應的穩定和多樣性。,[],[],False,,e101d8da0886bb78e53c7c19d231051e,False,02_Ke_chinatimes_news,2023-04-19 22:33:11,"我要在此重申,政府會致力以具體行動改善經商環境。",True,institution_only,False,,False,REVIEW,0.3640143573284149,,,False,REVIEW
_c3975b9927fe,_c3975b9927fe_u022,"在光電部份,我們將增加5.5GW的饋線容量。",context,"在離岸風電方面,我們擴增運維碼頭,讓風場施工船的作業量能更為充足。","我們也建立中央與地方政府之間的平臺,以加速行政程序。",[],[],False,,0e145341c7182fcd91fbdae26e62d8f1,False,02_Ke_chinatimes_news,2023-04-19 22:33:11,"在光電部份,我們將增加5.5GW的饋線容量。",True,institution_only,False,,False,DROP,-0.002456024754792452,,,True,REVIEW
_c3975b9927fe,_c3975b9927fe_u023,"我們也建立中央與地方政府之間的平臺,以加速行政程序。",context,"在光電部份,我們將增加5.5GW的饋線容量。",碳金融是達成能源供應穩定和多樣性目標的另一項關鍵。,[],[],False,,162947a393b2a3a90c78dda4f5086a69,False,02_Ke_chinatimes_news,2023-04-19 22:33:11,"我們也建立中央與地方政府之間的平臺,以加速行政程序。",True,institution_only,False,,False,REVIEW,0.3437705636024475,,,False,REVIEW
